DOI,display_name,author_order,author_position,is_corresponding,institution_id,COUNTRY_CODE,CERCA,Center,first_name,gender
10.1111/1365-2435.14121,L. Díaz-Guerra,5.0,middle,False,251424209.0,ES,True,BETA,L.,unknown
10.1111/1365-2435.14121,José Alberto Ramírez‐Valiente,4.0,middle,False,134820265.0,ES,True,BETA,José,male
10.3390/membranes12090864,Jorge Senán-Salinas,3.0,middle,False,115304662.0,ES,True,BETA,Jorge,male
10.1016/j.wasman.2021.03.036,Jonatan Ovejero,4.0,middle,False,115304662.0,ES,True,BETA,Jonatan,unknown
10.1016/j.spc.2021.03.021,Joan Colón,4.0,last,False,115304662.0,ES,True,BETA,Joan,female
10.1002/ecm.1561,Javier Sala‐Garcia,2.0,middle,False,4210120109.0,ES,True,BETA,Javier,mostly_male
10.1038/s41597-024-03611-7,Ivana Budinski,47.0,middle,False,4068193.0,RS,True,BETA,Ivana,female
10.1016/j.ijbiomac.2023.127253,Ikhlas Laasri,1.0,first,True,240042149.0,MA,True,BETA,Ikhlas,unknown
10.3390/life14010041,Ignasi Torre,1.0,first,True,4210111059.0,ES,True,BETA,Ignasi,male
10.3390/land11030449,Fèlix Amat,3.0,middle,False,4210111059.0,ES,True,BETA,Fèlix,unknown
10.1111/1365-2664.13885,Francesc-Xavier Macià-Valverde,13.0,middle,False,4210111059.0,ES,True,BETA,Francesc-Xavier,unknown
10.1007/s00442-022-05188-7,Ferran Páramo,2.0,middle,False,4210111059.0,ES,True,BETA,Ferran,male
10.1016/j.bcab.2021.102114,Evan A.N. Marks,3.0,middle,False,115304662.0,ES,True,BETA,Evan,male
10.1016/j.psep.2021.10.002,Esther Vega,1.0,first,False,115304662.0,ES,True,BETA,Esther,female
10.1007/s10344-023-01712-z,Estel Blanch,1.0,first,True,4210141221.0,ES,True,BETA,Estel,female
10.1038/s41598-024-51664-w,Elena Abella,3.0,middle,False,115304662.0,ES,True,BETA,Elena,female
10.1038/s41597-024-03611-7,David López‐Bosch,149.0,middle,False,4210111059.0,ES,True,BETA,David,male
10.3390/f15071148,César Llanos-Guerrero,1.0,first,True,4210111059.0,ES,True,BETA,César,male
10.1002/ecm.1561,Constantí Stefanescu,3.0,middle,False,4210111059.0,ES,True,BETA,Constantí,unknown
10.1021/acsestwater.1c00192,Carmen Espinosa,8.0,middle,False,115304662.0,ES,True,BETA,Carmen,female
10.1002/ece3.70104,Carme Bartrina,3.0,middle,False,4210111059.0,ES,True,BETA,Carme,female
10.1007/s00265-021-03002-7,Carles Flaquer,7.0,middle,False,4210111059.0,ES,True,BETA,Carles,male
10.1007/s42991-022-00230-w,Camila Hernandez-Puentes,1.0,first,True,4210111059.0,ES,True,BETA,Camila,female
10.1021/acsestwater.1c00192,Arben Merkoçi,13.0,last,True,4210093216.0,ES,True,BETA,Arben,male
10.1016/j.nbt.2021.01.009,Anna María Busquets,5.0,middle,False,115304662.0,ES,True,BETA,Anna,female
10.1111/1365-2656.13689,Andreu Ubach,8.0,middle,False,4210111059.0,ES,True,BETA,Andreu,male
10.2139/ssrn.4139263,Albert Palou Vilar,31.0,middle,False,115304662.0,ES,True,BETA,Albert,male
10.1007/s42974-022-00131-5,Adrià López‐Baucells,4.0,middle,False,4210111059.0,ES,True,BETA,Adrià,unknown
