,raw_affiliation,DOI
305,"department of agriculture and forest sciences and engineering, university of lleida, av. rovira roure 191, lleida, 25198, spain",1
306,"department of agriculture and forest sciences and engineering, universitat de lleida, av. rovira roure 191, lleida 25198, spain",1
307,"department of agriculture and forest sciences and engineering (dcefa), universitat de lleida, av. alcalde rovira roure 191, e25198 lleida, spain",1
308,"department of agriculture and forest engineering, university of lleida, alcalde rovira roure 191, 25198, lleida, spain.",1
309,department of agriculture and forest engineering university of lleida lleida spain,1
310,department of agriculture and forest engineering university of lleida  lleida spain,1
311,"department of agriculture and forest engineering (eagrof), university of lleida, lleida 25198, spain.",1
312,"department of agriculture and forest engineering (eagrof), university of lleida, lleida 25198, spain",1
313,"department of agriculture and forest engineering (eagrof), university of lleida, av. alcalde rovira roure 191, 25198, lleida, spain",1
314,"department of agriculture and forest engineering (eagrof), university of lleida, av. alcalde rovira roure 191, 25198 lleida, spain",1
315,"department of agricultural and forest engineering, university of lleida, lleida, spain",1
316,"department of agricultural and forest systems and the environment, agrifood research and technology centre of aragon (cita), avda. montañana 930 , 50059 zaragoza , spain",1
317,"department of agricultural and forest sciences and engineering, university of lleida, spain",1
318,"department of agricultural and forest sciences and engineering, university of lleida, av. rovira roure, 191, 25198 lleida, spain",1
319,"department of agricultural and forest sciences and engineering, university of lleida, av. alcalde rovira roure 191, 5198 lleida, spain",1
320,"department of agricultural and forest sciences and engineering, university of lleida, av. alcalde rovira roure 191, 25198 lleida, spain",1
321,"department of animal and food science, school of veterinary science, universitat autònoma de barcelona, cerdanyola del vallès, 08193 barcelona, spain",1
322,"department of animal science—wildlife section, university of lleida, av. alcalde rovira roure 191, 25198 lleida, spain",1
323,"department of animal science, wildlife section, university of lleida, lleida, spain",1
324,"department of animal science, university of lleida, lleida, spain",1
325,"department of animal science, university of lleida, av. alcalde rovira roure 191, 25198 lleida, catalonia (spain).",1
326,"department of animal science, university of lleida, 25198, lleida, catalonia, spain",1
327,"department of animal health and anatomy, veterinary faculty, universitat autònoma de barcelona (uab), 08193 bellaterra, catalonia, spain",1
328,"department of animal ecology, netherlands institute of ecology (nioo-knaw), droevendaalsesteeg 10, 6700 ab, wageningen, the netherlands",1
329,"department of animal biology, plant biology and ecology, autonomous university of barcelona (uab), c building, uab campus 08193, bellaterra, barcelona, spain",1
330,"department of analytical and applied chemistry, school of engineering, institut químic de sarrià-ramon llull university, via augusta 390, 08017 barcelona, spain",1
331,"department of agronomy, university of cordoba, campus de rabanales, c.p. 14014 córdoba, spain",1
332,"department of agroforestry sciences, iufor university of valladolid, etsiaa palencia, av. madrid, 57, 34071 palencia, spain",1
333,"department of agroforestry sciences, university of valladolid, av. de madrid 57, palencia 34004, spain",1
334,"department of agriculture and forestry science and engineering (dcefa), school of agrifood and forestry science and engineering (etsea), university of lleida, av. alcalde rovira roure, 191, 25198 lleida, spain",1
335,"department of agriculture and forestry engineering, university of lleida, lleida, spain",1
336,"department of agriculture and forest sciences, universitat de lleida, av. rovira roure 191, 25198, lleida, spain",1
337,"department of conservation biology estación biológica de doñana, csic  seville spain",1
338,"department of computer science, applied mathematics and statistics, universitat de girona, carrer universitat de girona, 6, 17003 girona, spain",1
339,"department of chemistry, physics and environmental and soil sciences, university of lleida, lleida, spain",1
340,"department of chemistry, physics and environmental and soil sciences, university of lleida, 25198 lleida, spain",1
341,"department of botany, ecology and plant physiology, university of la laguna (ull). 38202 tenerife, spain",1
342,"department of biology, muğla sıtkı koçman university, muğla.\n\ndepartment of crop and forest sciences, university of lleida, lleida e-251 98, spain",1
343,"department of biology, geology, physics and inorganic chemistry, school of experimental sciences and technology rey juan carlos university  e28933 móstoles, madrid spain",1
344,"department of biology, geology, physics and inorganic chemistry, rey juan carlos university, 28933, móstoles, madrid, spain",1
345,"department of biology and geology, physics and inorganic chemistry, rey juan carlos university, c/ tulipán s/n, 28933 móstoles, spain",1
346,"department of biological, geological and environmental sciences, university of bologna, bologna, italy; fluvial dynamics research group rius, university of lleida, lleida 25198, catalonia, spain",1
347,"department of biological, geological and environmental sciences (bigea), university of bologna, bologna, italy",1
348,"department of biological evolution, ecology and environmental sciences, faculty of biology, universitat de barcelona, barcelona, spain",1
349,department of biodiversity and environmental management university of león león spain,1
350,"department of basic medical sciences, school of medicine, universidad san pablo-ceu, ceu universities, urbanización montepríncipe, boadilla del monte, spain",1
351,"department of basic medical sciences, school of medicine, universidad san pablo-ceu, ceu universities, madrid, spain",1
352,"department of applied biology, centro de investigación e in-novación agroalimentaria (ciagro-umh), miguel hernández university of elche, elche, spain",1
353,"department of crop and forest sciences, etsea – university of lleida, av. alcalde rovira roure 191, 25198, lleida, spain",1
354,department of crop and forest sciences university of lleida rovira roure 191e25198 lleidaspain,1
355,department of crop and forest sciences university of lleida rovira roure 191 e25198 lleida spain,1
356,department of crop and forest sciences university of lleida av. alcalde rovira roure 191 lleida e‐25198 spain,1
357,department of crop and forest sciences university of lleida av. alcalde rovira roure 191 e25198 lleida spain,1
358,department of crop and forest sciences university of lleida  av. alcalde rovira roure 191 e25198 lleida spain,1
359,department of crop and forest sciences universitat de lleida lleida spain,1
360,department of crop and forest sciences universitat de lleida  lleida spain,1
361,"department of crop and forest science, university of lleida, lleida, catalonia, spain",1
362,"department of crop and forest science, university of lleida, av. de l’alcalde rovira roure 191, 25198 lleida, spain",1
363,"department of crop and forest science, university of lleida, alcalde rovira roure 191, 25198 lleida, spain",1
364,"department of crop and forest science, university of lleida, 25003 lleida, spain",1
365,department of crop and forest science university of lleida lleida spain,1
366,"department of crop production and engineering projects, high polytechnic school, university of santiago de compostela, 15782 lugo, spain",1
367,"department of conservation biology, estación biológica de doñana (ebd-csic), 41092 sevilla, spain",1
368,"department of conservation biology and global change estación biológica de doñana, csic  sevilla spain",1
369,creaf cerdanyola del vallès spain,1
370,creaf centre de recerca ecològica i aplicacions forestals cerdanyola del vallès spain,1
371,creaf bellaterra (cerdanyola del vallès) catalonia e08193 spain,1
372,"creaf (center for ecological research and forestry applications), 08193 cerdanyola del vallès, spain",1
373,creaf  e08193 bellaterra (cerdanyola del vallès) catalonia spain,1
374,"cita - centro de investigación y tecnología agroalimentaria de aragón (avda. montañana, 930 / 50059 / zaragoza (españa) - spain)",1
375,"cicge—centro de investigação em ciências geo‐espaciais, observatório astronómico prof. manuel de barros university of porto  portugal",1
376,"cicge – centro de investigação em ciências geo-espaciais, observatório astronómico prof. manuel de barros, university of porto, vila nova de gaia 4430-146, portugal",1
377,"cibio‐inbio—centro de investigação em biodiversidade e recursos genéticos laboratório associado, universidade do porto  campus de vairão vila do conde 4485‐661 portugal",1
378,"cibio/inbio, centro de investigação em biodiversidade e recursos genéticos, universidade do porto, vairão, portugal",1
379,"cibio-inbio—centro de investigação em biodiversidade e recursos genéticos, laboratório associado, universidade do porto, campus de vairão, vila do conde, 4485-661, portugal",1
380,"cibio-inbio—centro de investigação em biodiversidade e recursos genéticos, laboratório associado, universidade do porto, campus de vairão, 4485-661 vila do conde, portugal",1
381,"department of crop and forest sciences, universitat de lleida, avda alcalde rovira roure 191, 25198 lleida, spain",1
382,"department of crop and forest sciences, universitat de lleida, av rovira roure 191, 25198 lleida, spain",1
383,"department of crop and forest sciences, universitat de lleida (udl) , av. alcalde rovira roure 191, 25198 lleida , spain",1
384,"department of crop and forest sciences, school of agrifood and forestry engineering and veterinary, university of lleida, av. alcalde rovira roure 191, 25198 lleida, spain",1
385,"department of crop and forestry sciences, universitat de lleida, avda. alcalde rovira roure 191, 25198 lleida, spain",1
386,"department of crop and forest sciences, university of lleida-agrotecnio-cerca, avgda. rovira roure, 177, 25198 lleida, spain",1
387,"department of crop and forest sciences, university of lleida, lleida e-251 98.\n\njoint research unit ctfc -– agrotecnio – cerca center, av. alcalde rovira roure 191, 25198 lleida.",1
388,"department of crop and forest sciences, university of lleida, av. rovira roure, 191, e-25198 lleida, spain",1
389,"department of crop and forest sciences, university of lleida, av. rovira roure, 191, 25198 lleida, spain / joint research unit ctfc-agrotecnio-cerca, avda. rovira roure, 191, 25198 lleida, spain",1
390,"department of crop and forest sciences, university of lleida, av. rovira roure, 191, 25198 lleida, spain",1
391,"department of crop and forest sciences, university of lleida, av. rovira roure 191, e-25198 lleida, spain",1
392,"department of crop and forest sciences, university of lleida, av. alcalde rovira roure 191, lleida e-25198, spain",1
393,"department of crop and forest sciences, university of lleida, av. alcalde rovira roure 191, 25198, lleida, spain",1
394,"department of crop and forest sciences, university of lleida, alcalde rovira roure 191, lleida, 25198 spain",1
395,"department of crop and forest sciences, university of lleida, alcalde rovira roure 191, 25198 lleida, spain",1
396,"department of crop and forest sciences, university of lleida, 25198, lleida, spain",1
397,"department of crop and forest sciences, university of lleida, 25003 lleida, spain",1
398,"department of crop and forest sciences, university of lleida 25198 lleida, spain",1
399,"department of crop and forest sciences, university de lleida, lleida, spain",1
400,"department of crop and forest sciences, university de lleida , lleida , spain",1
401,"department of forest and crop science and engineering, university of lleida, lleida, spain",1
402,"department of forest and agricultural sciences and engineering, university of lleida, lleida, spain",1
403,"department of forest and agricultural science and engineering, university of lleida, lleida, spain",1
404,"department of forest and agricultural science and engineering, university of lleida, lleida, 25198 spain",1
405,department of forest and agricultural science and engineering university of lleida lérida spain,1
406,"department of forest engineering, grupo ersaf, dendrodat lab, campus de rabanales, universidad de córdoba, crta. iv, km. 396, 14071 córdoba, spain",1
407,"department of forest engineering, dendrodatlab – ersaf university of córdoba  córdoba spain",1
408,department of forest engineering university of cordoba  córdoba spain,1
409,department of forest ecology and genetics forest research centre inia carretera a coruña km 7.5 madrid e‐28040 spain,1
410,"department of evolutionary biology, ecology and environmental sciences, universitat de barcelona, barcelona 08028, spain",1
411,"department of evolutionary biology, ecology and environmental sciences, plant physiology section, university of barcelona, barcelona, spain",1
412,"department of environmental sciences, university of castilla-la mancha, campus fábrica de armas, e-45071 toledo, spain",1
413,"department of environmental sciences, university of castilla-la mancha, av. carlos iii, 45071 toledo, spain",1
414,"department of ecology and research center on biodiversity and global change, terrestrial ecology group (teg), autónoma university of madrid, c/darwin 2, 28049, madrid, spain",1
415,"department of ecology and global change. centro de investigaciones sobre desertificación (cide-csic/uv/gv). carretera moncada-náquera km 4, 5 s/n, e-46113, moncada, valencia, spain",1
416,department of ecology university of alicante  alicante spain,1
417,"department of geography, university of zaragoza, zaragoza, spain",1
418,"department of geography, university of zaragoza, pedro cerbuna 12, 50009, zaragoza, aragón, spain",1
419,"department of geography, university of zaragoza, pedro cerbuna 12, 50009 zaragoza, spain",1
420,"department of geography, university of murcia, calle santo cristo, 30001, murcia, spain",1
421,"department of geography, universitat autònoma de barcelona (uab), edifici cn, campus de la uab, 08193 cerdanyola del vallès, barcelona, spain",1
422,"department of geography, autonomous university of madrid, francisco tomás y valiente 1, 28049 madrid, spain",1
423,"department of geography and regional planning, university of zaragoza, c/pedro cerbuna 12, 50009 zaragoza, spain",1
424,"department of geography and land management, university of zaragoza, zaragoza, 50009, spain",1
425,"department of geography and land management, university of zaragoza, pedro cerbuna 12, 5009, zaragoza, spain.",1
426,"department of geography and land management, university of zaragoza, geoforest group, spain",1
427,"department of geography and land management, university of zaragoza, 50001 zaragoza, spain",1
428,department of geography and land management geoforest group university of zaragoza  zaragoza spain,1
429,"department of forestry and agricultural science and engineering, university of lleida, av. de l’alcalde rovira roure 191, 25198 lleida, spain",1
430,"department of forestry and agricultural science and engineering, university of lleida, av. de l'alcalde rovira roure 191 lleida, e-25198, spain",1
431,"department of forestry and agricultural science and engineering, universitat de lleida, lleida, spain",1
432,"department of forestry and agricultural science and engineering, lleida, spain",1
433,"department of plant biology and ecology, university of seville, seville, spain",1
434,"department of plant biology and ecology, university of sevilla, sevilla, spain",1
435,"department of plant biology and ecology, faculty of science and technology, university of the basque country upv/ehu, apdo. 644, 48080 bilbao, spain",1
436,department of plant biology and ecology university of seville  seville spain,1
437,department of plant biology and ecology university of sevilla  sevilla spain,1
438,"department of ornithology, aranzadi sciences society, zorroagagaina 11, 20014 donostia, spain",1
439,"department of organisms and systems biology (bos; ecology unit) university of oviedo, campus de el cristo, c/ catedrático rodrigo uría s/n, 33071 oviedo, spain.",1
440,department of organisms and systems biology (bos: ecology unit) research unit of biodiversity (umib uo‐csic‐pa) university of oviedo oviedo spain,1
441,"department of obstetrics and gynecology, hospital clínico universitario virgen arrixaca, fetal medicine unit murcia, imib arrixaca, región de murcia, spain",1
442,"department of life sciences. university of alcalá. alcalá de henares, madrid, spain",1
443,"department of land, environment, agriculture and forestry (tesaf), university of padova. via dell'università 16, 35020 legnaro, italy",1
444,"department of land, environment, agriculture and forestry (tesaf), university of padova, legnaro, italy",1
445,"department of geology, geography and the environment, university of alcalá, colegios 2, 28801, alcalá de henares, spain",1
446,department of geology university of oviedo c\\jesús arias de velasco oviedo s/n 33005 spain,1
447,"department of geography, university of the balearic islands, palma 07122, balears, spain",1
448,"department of geography, university of the balearic islands, 07122 palma, balears, spain",1
449,"department of zoology and animal cell biology, faculty of pharmacy, university of the basque country (upv/ehu), paseo de la universidad 7, 01006 vitoria-gasteiz, alava, spain",1
450,"department of zoology and animal cell biology, faculty of pharmacy, university of the basque country (upv/ ehu), paseo de la universidad 7, 01006, vitoria-gasteiz, alava, spain",1
451,"department of wetland ecology, estación biológica de doñana, ebd-csic, américo vespucio 26, 41092, sevilla, spain",1
452,department of wetland ecology estación biológica de doñana seville spain,1
453,"department of urbanism and regional planning, universitat politècnica de catalunya (upc), av. diagonal, 649, 08028 barcelona, spain",1
454,"department of statistics and operations research, polytechnic university of catalonia, barcelona, spain",1
455,department of statistics and operations research polytechnic university of catalonia barcelona spain,1
456,"department of silviculture and forest management, icifor-inia (csic), madrid, spain",1
457,"department of quantitative economics, universidade de santiago de compostela, 15782, santiago de compostela, spain",1
458,"department of preventive medicine, hospital general universitario de guadalajara, guadalajara, spain",1
459,"department of plant production and forest resources, university of valladolid, palencia, spain",1
460,"department of plant production and forest resources, higher technical school of agricultural engineering of palencia, university of valladolid, spain",1
461,"department of plant biology and ecology, university of the basque country upv/ehu, bilbao, spain",1
462,"department of plant biology and ecology, university of the basque country (upv/ehu). barrio sarriena sn, 48940 spain",1
463,"department of plant biology and ecology, university of the basque country (upv/ehu), pc. 48940 leioa, bizkaia, spain",1
464,"department of plant biology and ecology, university of the basque country (upv/ehu), leioa, spain",1
465,"ecological and forestry applications research centre (creaf), 08193, cerdanyola del vallès, spain",1
466,"etsia, universidad de valladolid, avda de madrid 44, 34004 palencia, spain",1
467,"eiuned, escuela internacional de doctorado. phd program in sciences, universidad nacional de educación a distancia (uned), madrid 28040, spain",1
468,"eead - estación experimental de aula dei (avenida montañana, 1005, 50059 zaragoza, - spain)",1
469,"eagrof, university of lleida, lleida, spain",1
470,"e usda forest service, pacific southwest region, operations southern california.",1
471,"dirección general de biodiversidad, medio ambiente y cambio climático, consejería de desarrollo rural, ganadería, pesca, alimentación y medio ambiente, gobierno de cantabria, spain",1
472,"dept. crop and forest sciences, university of lleida, av. alcalde rovira roure 191, e25198, lleida, spain",1
473,"dept. crop and forest sciences, university of lleida, 25198 lleida, spain",1
474,"department of zoology, veterinary school, university of extremadura, avda de las ciencias s/n, 10003 cáceres, spain",1
475,"department of zoology, genetics and physical anthropology, cretus, university of santiago de compostela, santiago de compostela, spain",1
476,"department of zoology, faculty of sciences, university of granada, 18071, granada, spain",1
477,"department of zoology and physical anthropology, faculty of biology, university of murcia, ceir campus mare nostrum (cmn), murcia, spain",1
478,"department of zoology and animal cell biology, faculty of pharmacy, university of the basque country (upv/ehu), vitoria-gasteiz, spain",1
479,"department of zoology and animal cell biology, faculty of pharmacy, university of the basque country (upv/ehu), paseo de la universidad 7, vitoria-gasteiz 01006, alava, spain",1
480,"department of zoology and animal cell biology, faculty of pharmacy, university of the basque country (upv/ehu), paseo de la universidad 7, 01006 vitoria-gasteiz, spain",1
481,"eifab-iufor, universidad de valladolid, campus duques de soria, soria 42004, spain",1
482,"eifab-iufor, universidad de valladolid, campus duques de soria, 42004 soria, spain",1
483,"eifab-iufor, campus deques de soria s/n, universidad de valladolid, e-42004 soria, spain",1
484,"edifici c campus de bellaterra, ecological and forestry applications research centre (creaf), cerdanyola del valles, spain",1
485,"ecosystem modelling facility, centre de recerca ecològica i aplicacions forestals (creaf), bellaterra, catalonia, es, spain",1
486,"economics and business department, universitat oberta de catalunya, avinguda tibidabo, 39–43, 08035 barcelona, spain",1
487,"ecología, conservación de macrófitos acuáticos y cambio global, real jardín botánico (rjb-csic), madrid, spain",1
488,"ecology unit, department animal biology, plant biology and ecology, autonomous university barcelona, building c, uab campus, 08193 cerdanyola del vallès, spain",1
489,ecology unit) and research unit of biodiversity (umib,1
490,"ecology department/imem \ramón margalef\, universidad de alicante, alicante, spain",1
491,"ecology department, universidad de alicante, alicante, spain",1
492,"ecology department, alicante university, alicante, spain;",1
493,"ecology department, alicante university, 03690 alicante, spain",1
494,"ecology department, alicante university, 03080 alicante, spain",1
495,ecology department universidad de alicante  alicante spain,1
496,"ecological and forestry applications research centre (creaf), edifici c campus de bellaterra, 08193, cerdanyola del valles, spain",1
497,escola superior agrária instituto politécnico de viana do castelo  ponte de lima 4990‐706 portugal,1
498,"equip de biologia de la conservació, departament de biologia evolutiva, ecologia i ciències ambientals &amp; institut de la recerca de la biodiversitat (irbio) universitat de barcelona  barcelona catalonia spain",1
499,"equip de biologia de la conservació, departament de biologia evolutiva, ecologia i ciències ambientals & institut de la recerca de la biodiversitat (irbio), universitat de barcelona, av. diagonal 643, barcelona, catalonia 08028, spain",1
500,"equip de biologia de la conservació, departament de biologia evolutiva, ecologia i ciències ambientals & institut de la recerca de la biodiversitat (irbio), universitat de barcelona, av. diagonal 643, 08028 barcelona, catalonia, spain",1
501,"environmental sciences institute (iuca), university of zaragoza, 50009 zaragoza, spain",1
502,"environmental science and technology institute (icta), universitat autònoma de barcelona, spain",1
503,"environmental science and technology institute (icta), universitat autònoma de barcelona, barcelona, spain",1
504,"environmental remote sensing and spectroscopy laboratory (speclab), iegd, spanish national research council (csic), madrid, spain",1
505,"environmental remote sensing research group, department of geology, geography and the environment, universidad de alcalá, calle colegios 2, alcalá de henares, 28801, spain.",1
506,"environmental remote sensing research group, department of geology, geography and the environment, colegios 2, university of alcalá, 28801 alcalá de henares, spain",1
507,"environment and human health laboratory (eh2 lab), forest science and technology center of catalonia, solsona, spain",1
508,"environment and human health laboratory (eh2 lab), forest science and technology center of catalonia, 25280, solsona, spain",1
509,"environment and human health laboratory (eh2 lab), ctra. de st. llorenç de morunys, km 2, 25280 solsona, spain",1
510,"environment and human health laboratory (eh 2 lab), forest science and technology center of catalonia, ctra. de st. llorenç de morunys, km 2, 25280 solsona, spain",1
511,"environment and human health lab (eh2 lab), universitat autònoma de barcelona, barcelona, spain",1
512,"environment and human health lab (eh2 lab), forest science and technology center of catalonia, spain",1
513,"bioecoturn, calle españa 22, huétor vega, e-18198 granada, spain",1
514,"bioeconomy and governance programme, forest science and technology centre of catalonia (ctfc), solsona, spain",1
515,"european mycological institute egtc-emi, e-42003, soria, spain",1
516,"european forest institute- mediterranean facility, st. antoni maria claret 167, 08025 barcelona, spain",1
517,"european forest institute, mediterranean facility (efimed), st. antoni maria claret, 167, 08025 barcelona, spain; forest science and technology center of catalonia (ctfc), 25280 solsona, spain",1
518,"european forest institute, mediterranean facility (efimed), st. antoni maria claret, 167, 08025 barcelona, spain",1
519,"european bird census council (ebcc) & inforest jru (ctfc-creaf), solsona 25280, spain",1
520,"estudi ramon folch i associats, sl, 08015 barcelona, catalonia, spain",1
521,"estación experimental de zonas áridas (eeza-csic), carretera de sacramento s/n 04120 la cañada de san urbano, almería, spain",1
522,"estación biológica de doñana, consejo superior de investigaciones científicas (ebd-csic), 41092 sevilla, spain.",1
523,"estación biológica de doñana, csic, sevilla, spain",1
524,"estación biológica de doñana (ebd-csic), sevilla, spain",1
525,estación biológica de doñana (ebd) csic  sevilla spain,1
526,"estaci´on experimental de aula dei (eead-csic), zaragoza, spain (spain)",1
527,"escuela técnica superior de ingenierías agrarias de palencia (etsiia), universidad de valladolid (uva), palencia, spain",1
528,escola superior agrária instituto politécnico de viana do castelo  ponte de lima portugal,1
529,"facultade de ciencias, universidade da coruña, 15071 a coruña, spain",1
530,"forestream research group, dept evolutionary biology, ecology and environmental science, university of barcelona, diagonal 643, 08028 barcelona, spain",1
531,"f forest fire laboratory, department of forest engineering, university of córdoba, campus de rabanales, 14071, córdoba, spain.",1
532,"cibio-inbio, research center in biodiversity and genetic resources, university of porto. rua padre armando quintas nº 7, campus agrário de vairão, 4485-641, vila do conde, portugal",1
533,"cibio, centro de investigação em biodiversidade e recursos genéticos, inbio laboratório associado, campus de vairão, universidade do porto, vairão, 4485-661, portugal",1
534,"cibio, centro de investigação em biodiversidade e recursos genéticos, inbio laboratório associado, campus de vairão, universidade do porto, 4485-661, vairão, portugal",1
535,"cibio, centro de investigação em biodiversidade e recursos genéticos, inbio laboratório associado, campus de vairão, universidade do porto, 4485-661 vairão, portugal.",1
536,"cibio, centro de investigação em biodiversidade e recursos genéticos, inbio laboratório associado, campus de vairão universidade do porto  vairão portugal",1
537,"cibio, biopolis program in genomics, biodiversity and land planning, universidade do porto, vairão, portugal",1
538,ciber epidemiologia y salud pública  madrid spain,1
539,"cetemas, pumarabule s/n, carbayín, 33936 asturias, spain",1
540,"ceam foundation, joint research unit university of alicante-ceam, dept ecology, university of alicante, carr. de san vicente del raspeig, po box 99, alicante, 03080 spain",1
541,"ccmar -centro de ciências do mar, universidade do algarve, algarve, portugal",1
542,"cab - centro de astrobiologia [madrid] (28850 torrejón de ardoz, madrid - spain)",1
543,"bombers-graf, fire department, government of catalonia, ctra. universitat autònoma s/n, 08290 cerdanyola del vallès (barcelona), spain",1
544,"biological and environmental sciences, university of stirling, fk9 4la stirling, uk",1
545,"forest fire laboratory (labif). department of forest engineering. university of cordoba, 14071, cordoba, spain",1
546,"forest bioengineering solutions, s.a., carretera st. llorenç de morunys, km.2 solsona, catalonia e-25280, spain",1
547,"forest bioengineering solutions s. a., crta. sant llorenç de morunys km 2, 25280, solsona, spain",1
548,"forest bioengineering solutions s. a., crta. sant llorenç de morunys km 2, 25280 solsona, spain",1
549,fluvial dynamics research group university of lleida lleida spain,1
550,"fluvial dynamics research group rius, university of lleida, lleida, catalonia, spain",1
551,"fluvial dynamics research group rius, university of lleida, lleida 25198, catalonia, spain",1
552,"fluvial dynamics research group (rius), university of lleida (udl), lleida, spain",1
553,"fluvial dynamics research group (rius), universidad de lleida",1
554,"fluvalps-paleorisk research group, department of geography, university of barcelona, spain",1
555,"fire prevention service, government of catalonia, c/ doctor roux, 80, 08017 barcelona, spain",1
556,"finnish museum of natural history, university of helsinki, 00014 helsinki, finland",1
557,"faculty of pharmacy and food science, university of barcelona, avda. joan xxiii 27-31, 08028 barcelona, spain",1
558,"facultat de veterinària, universitat autònoma de barcelona (uab), 08193 bellaterra, catalonia, spain",1
559,"facultat de ciències de la terra, universitat de barcelona (ub), 08028 barcelona, catalonia, spain",1
560,"facultade de ciencias, área de zooloxía, grupo de investigación en biología evolutiva (gibe) universidade da coruña  a coruña spain",1
561,"forest science and technology center of catalonia (ctfc), km 2 road from st. llorenç de morunys to port del comte, 25280, solsona, spain",1
562,"forest science and technology center of catalonia (ctfc), european forest institute, 25280 solsona, spain",1
563,"forest science and technology center of catalonia (ctfc), 25280, solsona, spain",1
564,"forest science centre of catalonia (ctfc), solsona, spain",1
565,"forest science centre of catalonia (ctfc), carretera vella de sant llorenç de morunys km 2, 25280 solsona, lleida, spain",1
566,"forest science centre of catalonia (ctfc), 25280 solsona-lleida, spain",1
567,"forest science centre of catalonia (ctfc), 25280 solsona, spain",1
568,"forest science center of catalonia, solsona, spain",1
569,"forest science center of catalonia, crta. antiga st llorenç de morunys km 2, 25280 solsona, catalonia, spain.",1
570,"forest resources unit, cita &amp; ia2 av. montañana 930 50059 zaragoza spain",1
571,"forest research centre of lourizán, consellería de economía e industria, xunta de galicia, carretera de marín, 36006 pontevedra, spain",1
572,"forest research center, inia-csic, ctra. a coruña km 7.5, 28040 madrid, spain",1
573,"forest research center, inia-csic, ctra. a coruña km 7.5, 28040, madrid, spain",1
574,"forest research center, inia, csic, madrid 28040, spain.",1
575,"forest ownership centre, government of catalonia, santa perpètua de mogoda, 08130 santa perpètua de mogoda, spain",1
576,"forest fire laboratory, department of forest engineering, university of córdoba, campus de rabanales, 14071, córdoba, spain.",1
577,"forest science and technology centre of catalonia (ctfc), crta. sant llorenç de morunys km 2, 25280, solsona, spain",1
578,"forest science and technology centre of catalonia (ctfc), conservation biology group (gbic), 25280 solsona, catalonia, spain",1
579,"forest science and technology centre of catalonia (ctfc), carretera de sant llorenç de morunys, solsona, spain",1
580,"forest science and technology centre of catalonia (ctfc), carretera de sant llorenç de morunys, km 2, 25280, solsona, spain",1
581,"forest science and technology centre of catalonia (ctfc), carretera de sant llorenç de morunys, km 2, 25280 solsona, spain",1
582,"forest science and technology centre of catalonia (ctfc), carretera st. llorenç de morunys km. 2, 25280 solsona, spain",1
583,"forest science and technology centre of catalonia (ctfc), 25280 solsona, spain; department of agricultural and forest sciences and engineering, university of lleida, 25198 lleida, spain.",1
584,"forest science and technology centre of catalonia (ctfc), 25280 solsona, catalonia, spain",1
585,forest science and technology centre of catalonia (ctfc) solsona spain,1
586,"forest science and technology centre of catalonia (ctfc) 1, carretera de sant llorenç de morunys, km 2, 25280 solsona, catalonia (spain).",1
587,forest science and technology centre of catalonia (ctfc)  solsona spain,1
588,forest science and technology centre of catalonia (ctfc)  e25280 solsona spain,1
589,forest science and technology centre of catalonia  solsona spain,1
590,"forest science and technology center of catalonia, crta. de st. llorenç de morunys, km 2, 25280 solsona, spain",1
591,"forest science and technology center of catalonia ctcf, solsona, spain",1
592,"forest science and technology center of catalonia (ctfc). ctra. st. llorenç de morunys km.2. 25280, solsona, spain",1
593,"forest science and technology centre of catalonia (ctfc), ctra. sant llorenç de morunys, km. 2, 25280, solsona, spain",1
594,"forest science and technology centre of catalonia (ctfc), ctra. sant llorenç de morunys, km 2, solsona, 25280, lleida, spain",1
595,"forest science and technology centre of catalonia (ctfc), ctra. sant llorenç de morunys, km 2, 25280, solsona, lleida, spain",1
596,"forest science and technology centre of catalonia (ctfc), ctra de st. llorenç de morunys, km. 2, 25280 solsona, lleida, spain",1
597,"forest science and technology centre of catalonia (ctfc), ctra de st. llorenç de morunys, km 2, 25280 solsona, lleida, spain",1
598,"forest science and technology centre of catalonia (ctfc), ctra de sant llorenç de morunys, km 2, e-25280 solsona, lleida, spain",1
599,"forest science and technology centre of catalonia (ctfc), ctra st. llorenç de morunys, km.2, 25280, solsona, spain",1
600,"forest science and technology centre of catalonia (ctfc), ctra sant llorenç de morunys, km.2, 25280, solsona, lleida, spain",1
601,"forest science and technology centre of catalonia (ctfc), ctra sant llorenç de morunys, km 2, 25280 solsona, spain",1
602,"forest science and technology centre of catalonia (ctfc), crta. dest. llorenç de morunys, km 2, 25280, solsona, spain",1
603,"forest science and technology centre of catalonia (ctfc), crta. de st. llorenç de morunys, km 2, e- 25280 solsona, spain",1
604,"forest science and technology centre of catalonia (ctfc), crta. de st. llorenç de morunys, km 2, 25280, solsona, spain",1
605,"forest science and technology centre of catalonia (ctfc), crta. de st. llorenç de morunys a port del comte, 25280 solsona, spain",1
606,"forest science and technology centre of catalonia (ctfc), crta. sant llorenç de morunys, km 2, solsona, 25280 lleida, spain",1
607,"forest science and technology centre of catalonia (ctfc), crta. sant llorenç de morunys, km 2, 25280, solsona, spain",1
608,"forest science and technology centre of catalonia (ctfc), crta. sant llorenç de morunys km 2, e-25280 solsona, spain",1
609,"forest science and technology centre of catalonia, carretera de sant llorenç, km 2, 25280 solsona, spain",1
