,raw_affiliation,DOI
25,"Catalan Institute for Water Research (ICRA-CERCA), Emili Grahit 101, Girona 17003, Catalonia, Spain",1
26,"Catalan Institute for Water Research (ICRA-CERCA), Emili Grahit 101, Girona, Spain",1
27,"Catalan Institute for Water Research (ICRA-CERCA), Emili Grahit 101, Parc Científic i Tecnològic de la Universitat de Girona, Edifici H2O, 17003, Girona, Spain",1
28,"Catalan Institute for Water Research (ICRA-CERCA), Parc Científic i Tecnològic de la Universitat de Girona, Carrer Emili Grahit 101, 17003, Girona, Spain",1
29,"Catalan Institute for Water Research, Emili Grahit 101, 17003 Girona, Spain",1
30,"Catalan Institute for Water Research, Emili Grahit 101, 17003 Girona, Spain. Electronic address: lcorominas@icra.cat.",1
31,"Catalan Institute for Water Research, Emili Grahit 101, 17003 Girona, Spain; LEQUIA Institute of Environment, University of Girona, E-17071 Girona, Spain. Electronic address: jcomas@icra.cat.",1
32,"Catalan Institute for Water Research, Emily Grahit 101, 17003, Girona, Spain",1
33,"University of Girona, 17004, Girona, Spain",1
34,"Atlantic International Research Centre (AIR Centre), Terceira Island, Azores, Portugal",1
35,"BETA Tech Center, TECNIO Network, University of Vic-Central University of Catalonia, Ctra de Roda 70, 08500 Vic, Spain",1
36,"Barcelona Graduate School of Mathematics (BGSMath), Departament de Matemàtiques, Universitat Autònoma de Barcelona (UAB), Cerdanyola del Vallès, Spain",1
37,"Barcelona Graduate School of Mathematics (BGSMath), Departament de Matemàtiques, Universitat Autònoma de Barcelona (UAB), Edifici C, Campus de Bellaterra, Cerdanyola del Vallès, 08193, Spain",1
38,"Centre de Recerca Matemàtica, Campus de Bellaterra, 08193 Cerdanyola del Vallès, Barcelona, Spain",1
39,"Centre de Recerca Matemàtica, Campus de Bellaterra, 08193, Bellaterra, Barcelona, Spain",1
40,"Centre de Recerca Matemàtica, Campus de Bellaterra, 08193 Bellaterra, Barcelona, Spain",1
41,"Centre de Recerca Matemàtica, Campus de Bellaterra, Bellaterra, Spain",1
42,"Catalan Institution for Research and Advanced Studies (ICREA), Passeig Lluis Companys 23, 08010 Barcelona, Spain",1
43,"Catalan Institution for Research and Advanced Studies (ICREA), Passeig Lluis Companys 23, 08010, Barcelona, Spain",1
44,"Catalan Institution for Research and Advanced Studies (ICREA), Passeig Lluís Companys 23, 08010 Barcelona, Spain",1
45,"Catalan Institution for Research and Advanced Studies (ICREA), Passeig Lluís Companys 23, Barcelona, Spain.",1
46,"Catalan Institution for Research and Advanced Studies (ICREA), Spain",1
47,"Catalan Institution for Research and advanced studies (ICREA), Barcelona, Spain",1
48,"Catalan Water Agency (ACA), Carrer Provença 260, 08008, Barcelona, Spain",1
49,"Catalan Water Partnership, Girona, Spain",1
50,"Cavanilles Institute of Biodiversity and Evolutionary Biology, University of Valencia  Valencia Spain",1
51,"Cavanilles Institute of Biodiversity and Evolutionary Biology, University of Valencia, Valencia, Spain",1
52,"Centre d'Estudis Avançats de Blanes (CEAB‐CSIC)  Blanes, Girona Spain",1
53,Centre d'Estudis Avançats de Blanes (CEAB‐CSIC)  Girona Spain,1
54,"Centre de Recerca Matemàtica, Edifici C, Campus Bellaterra, 08193 Bellaterra, Barcelona, Spain.",1
55,"Centre de Recerca Matemàtica, Edifici C, Campus Bellaterra, E-08193 Barcelona, Spain",1
56,"Centre de Recerca Matemàtica, Edifici C, Cerdanyola del Vallès, 08193, Barcelona, Spain",1
57,"Centre de Recerca Matemàtica, Edifici Cc, Campus de Bellaterra, 08193, Cerdanyola del Vallès, Barcelona, Spain",1
58,"Centre de Recerca Matemàtica, Universitat Autònoma de Barcelona (UAB), 08193, Cerdanyola del Vallès, Spain",1
59,"Centre de Recerca Matemàtica, Universitat Autònoma de Barcelona, 08193 Bellaterra, Spain",1
60,"Centre de Recerca Matemàtica (CRM), Cerdanyola del Vallès, Spain",1
61,"Centre de Recerca Matemàtica (CRM), Universitat Autònoma de Barcelona, Cerdanyola del Vallès, 08193 Barcelona, Spain",1
62,Centre de Recerca Matemàtica Universitat Autònoma de Barcelona  Cerdanyola del Vallès Spain,1
63,"Centre de Recerca Matemàtica, Barcelona, Spain",1
64,"Centre de Recerca Matemàtica, Bellaterra 08193, Spain",1
65,"Centre de Recerca Matemàtica, Bellaterra, Catalonia, Spain",1
66,"Centre de Recerca Matemàtica, Campus de Bellaterra Edifici C, 08193 Bellaterra, Barcelona, Spain",1
67,"Centre de Recerca Matemàtica, Campus de Bellaterra, 08193 Bellaterra, Barcelona, Catalonia, Spain",1
68,"Centre de Recerca Matemàtica, Campus de Bellaterra, 08193 Bellaterra, Barcelona, Spain.",1
69,"Centre de Recerca Matemàtica, Campus de Bellaterra, 08193 Cerdanyola del Vallès, Barcelona, Catalonia, Spain",1
70,"Complexity Science Hub Vienna, Josefstädter Straße 39, 1080 Vienna, Austria",1
71,"Createch Drinking Solutions, Costa d'en Paratge St. 22, E1 08500 Vic, Barcelona, Catalonia, Spain",1
72,"Departament Informàtica, Matemàtica Aplicada i Estadística Universitat de Girona c/ Universitat de Girona, 6, Girona 17003, Spain",1
73,"Departament d'Enginyeria Informàtica i Matemàtiques, ETSE, Universitat Rovira i Virgili, 43007 Tarragona, Spain",1
74,"Departament d'Enginyeria Química, Biològica i Ambiental, Universitat Autònoma de Barcelona (UAB), 08193 Bellaterra, Catalonia, Spain.",1
75,"Departament de Física, Facultat de Ciències, Universitat Autònoma de Barcelona, E-08193 Barcelona, Spain",1
76,"Departament de Matemàtica, Universitat de Lleida, Avda. Jaume II, 69",1
77,"Departament de Matemàtiques Universitat Autònoma de Barcelona  Bellaterra, Barcelona Spain",1
78,Departament de Matemàtiques Universitat Autònoma de Barcelona  Cerdanyola del Vallès Spain,1
79,Departament de Matemàtiques Universitat Autònoma de Barcelona and Centre de Recerca Matemàtica Bellaterra Barcelona Spain,1
80,"Centre de Recerca Matemàtica, Campus de Bellaterra, Edifici C 08193 Bellaterra (Barcelona), Spain",1
81,"Centre de Recerca Matemàtica, Campus de Bellaterra, Edifici C, Universitat Autònoma de Barcelona, Bellaterra 08193, Barcelona, Spain",1
82,"Centre de Recerca Matemàtica, Cerdanyola del Vallès, Spain",1
83,"Centre de Recerca Matemàtica, Edifici C, 08193 Bellaterra, Barcelona, Spain",1
84,"Centre de Recerca Matemàtica, Edifici C, 08193 Bellaterra, Spain",1
85,"Centre de Recerca Matemàtica, Edifici C, Bellaterra, 08193, Spain",1
86,"Catalan Institute for Water Research (ICRA- CERCA), Carrer Emili Grahit 101, Parc Científic I Tecnològic de la Universitat de Girona, 17003 Girona, Spain. Electronic address: ogutierrez@icra.cat.",1
87,"Catalan Institute for Water Research (ICRA- CERCA), Carrer Emili Grahit 101, Parc Científic I Tecnològic de la Universitat de Girona, 17003 Girona, Spain; Catalan Institution for Research and Advanced Studies (ICREA), Barcelona, Spain. Electronic address: mpetrovic@icra.cat.",1
88,"Catalan Institute for Water Research (ICRA- CERCA), Carrer Emili Grahit 101, Parc Científic I Tecnològic de la Universitat de Girona, 17003 Girona, Spain; Institut d'Ecologia Aquàtica (IEA), Universitat de Girona, Campus de Montilivi, 17003, Girona, Spain. Electronic address: sergi.sabater@udg.edu.",1
89,"Catalan Institute for Water Research (ICRA-CERCA), 17003, Girona, Spain",1
90,"Catalan Institute for Water Research (ICRA-CERCA), C/ Emili Grahit 101, 17003 Girona, Spain",1
91,"Catalan Institute for Water Research (ICRA-CERCA), C/ Emili Grahit 101, Girona 17003, Spain",1
92,"Departament de Matemàtiques, Edifici Cc, Universitat Autònoma de Barcelona, 08193 Cerdanyola del Vallès, Barcelona, Spain",1
93,"Departament de Matemàtiques, Edifici Cc, Universitat Autònoma de Barcelona, Bellaterra 08193, Barcelona, Spain",1
94,"Departament de Matemàtiques, Facultat de Ciències, Universitat Autònoma de Barcelona, 08193 Bellaterra, Barcelona, Spain",1
95,"Departament de Matemàtiques, Facultat de Ciències, Universitat Autònoma de Barcelona, 08193, Bellaterra, Barcelona, Spain",1
96,"Departament de Matemàtiques, Facultat de Ciències, Universitat Autònoma de Barcelona, Bellaterra, Spain",1
97,"Departament de Matemàtiques, Facultat de Ciències, Universitat Autònoma de Barcelona, E-08193 Barcelona, Spain",1
98,"Centro Oceanográfico de Murcia, Instituto Español de Oceanografía (IEO-CSIC), Murcia, Spain",1
99,Centro de Investigación en Biodiversidad y Cambio Global (CIBC‐UAM) Universidad Autónoma de Madrid  Madrid Spain,1
100,"Chemical, Biological and Environmental Engineering Department, Escola d'Enginyeria, Universitat Autònoma de Barcelona, E-08193 Bellaterra, Barcelona, Spain",1
101,"Chemistry Department, University of Girona. Campus Montilivi, 17005, Girona, Spain",1
102,"Departament de Matemàtiques and BGSMath, Universitat Autònoma de Barcelona, Bellaterra (Barcelona), Catalonia",1
103,"Departament de Matemàtiques i Informàtica, Universitat de Barcelona (UB), Centre de Recerca Matemàtica (CRM), Gran Via 585, 08007 Barcelona, Spain",1
104,"Departament de Matemàtiques i Informàtica, Universitat de Barcelona, Gran Via 585, 08007 Barcelona, Spain.",1
105,"Departament de Matemàtiques, Campus de Bellaterra, Edifici C, 08193, Barcelona, Spain",1
106,"Departament de Matemàtiques, EPSEB, Universitat Politècnica de Catalunya, 08028 Barcelona, Spain",1
107,"Departament de Matemàtiques, Edifici C, Universitat Autònoma de Barcelona, Bellaterra (Cerdanyola del Vallès), 08193 Barcelona, Spain",1
108,"Departament de Matemàtiques, Edifici C, Universitat Autònoma de Barcelona, Bellaterra 08193, Barcelona, Spain",1
109,"Departament de Matemàtiques, Edifici Cc, Universitat Autònoma de Barcelona, 08193 Cerdanyola del Vallès (Barcelona), Spain",1
110,"Catalan Institute of Water Research (ICRA), Girona, Catalonia, Spain",1
111,"Catalan Institute of Water Research (ICRA), Girona, Spain",1
112,"Catalan Institute of Water Research, Spain",1
113,"Catalan Institution for Research and Advanced Studies (ICREA), 08010 Barcelona, Spain",1
114,"Catalan Institution for Research and Advanced Studies (ICREA), 08100 Barcelona, Spain",1
115,"Catalan Institute for Water Research (ICRA- CERCA), Carrer Emili Grahit 101, Parc Científic I Tecnològic de la Universitat de Girona, 17003 Girona, Spain. Electronic address: icadena@icra.cat.",1
116,"Catalan Institute for Water Research (ICRA- CERCA), Carrer Emili Grahit 101, Parc Científic I Tecnològic de la Universitat de Girona, 17003 Girona, Spain. Electronic address: lorenacristina.cojoc@udg.edu.",1
117,"Catalan Institute for Water Research (ICRA- CERCA), Carrer Emili Grahit 101, Parc Científic I Tecnològic de la Universitat de Girona, 17003 Girona, Spain. Electronic address: nbesoli@icra.cat.",1
118,"Departament de Matemàtiques, ICREA Barcelona, Centre de Recerca Matemàtica, Universitat Autònoma de Barcelona, Barcelona, Catalonia, Spain",1
119,"Departament de Matemàtiques, Institut de Matemàtiques de la UPC-BarcelonaTech (IMTech), Universitat Politècnica de Catalunya Colom 11, 08222 Terrassa, Spain",1
120,"Departament de Matemàtiques, Institut de Matemàtiques de la UPC-BarcelonaTech (IMTech), Universitat Politècnica de Catalunya, Terrassa, Spain",1
121,"Departament de Matemàtiques, Universitat Autònoma de Barcelona (UAB), 08193 Bellaterra, Barcelona, Spain",1
122,"Departament de Matemàtiques, Universitat Autònoma de Barcelona (UAB), Cerdanyola del Vallès, Spain",1
123,"Departament de Matemàtiques, Universitat Autònoma de Barcelona and Centre de Recerca Matemàtica, 08193 Bellaterra, Barcelona, Catalonia, Spain",1
124,"Departament de Matemàtiques, Universitat Autònoma de Barcelona and Centre de Recerca Matemàtica, Barcelona, Catalonia",1
125,"Departament de Matemàtiques, Universitat Autònoma de Barcelona and Centre de Recerca Matemàtica, Bellaterra (Barcelona), Catalonia",1
126,"Departament de Matemàtiques, Universitat Autònoma de Barcelona, 01893 Cerdanyola del Vallès (Barcelona), Spain",1
127,"Departament de Matemàtiques, Universitat Autònoma de Barcelona, 08193 Bellaterra (Cerdanyola del Vallès), Barcelona, Spain.",1
128,"Departament de Matemàtiques, Universitat Autònoma de Barcelona, 08193 Cerdanyola del Vallès, Spain, and",1
129,"Departament de Matemàtiques, Universitat Autònoma de Barcelona, 08193, Bellaterra, Barcelona, Catalonia, Spain",1
130,"Departament de Matemàtiques, Universitat Autònoma de Barcelona, 08193, Bellaterra, Barcelona, Spain",1
131,"Departament de Matemàtiques, Universitat Autònoma de Barcelona, 08193, Bellaterra, Barcelona, Spain.",1
132,"Departament de Matemàtiques Universitat Autònoma de Barcelona, Cerdanyola del Vallès Barcelona 08913, Spain",1
133,"Departament de Matemàtiques Universitat Autònoma de Barcelona, Cerdanyola del Vallès Barcelona 08913, Spain 2020",1
134,"Department de Matemàtiques, Universitat Autònoma de Barcelona, Edifici C, Cerdanyola del Vallès (Barcelona), 08193, Spain",1
135,"Department of Anatomical Pathology, Dr. Josep Trueta Hospital of Girona, 17007, Girona, Spain.",1
136,"Department of Animal Biology, Plant Biology and Ecology (BABVE), Universitat Autònoma de Barcelona, Bellaterra, Spain",1
137,"Department of Animal Biology, Plant Biology and Ecology, Autonomous University of Barcelona (UAB), C building, UAB Campus 08193, Bellaterra, Barcelona, Spain",1
138,"Departament de Matemàtiques, Universitat Autònoma de Barcelona, 08193, Bellaterra, Catalonia",1
139,"Departament de Matemàtiques, Universitat Autònoma de Barcelona, Av. de l’Eix Central, Edifici C, 08193 Bellaterra, Barcelona, Spain.",1
140,"Departament de Matemàtiques, Universitat Autònoma de Barcelona, Barcelona, Catalonia",1
141,"Departament de Matemàtiques, Universitat Autònoma de Barcelona, Barcelona, Spain",1
142,"Departament de Matemàtiques, Universitat Autònoma de Barcelona, Bellaterra, Catalonia, Spain",1
143,"Departament de Matemàtiques, Universitat Autònoma de Barcelona, Bellaterra, Spain, and Centre de Recerca Matemàtica, Bellaterra, Spain",1
144,"Departament de Matemàtiques, Universitat Autònoma de Barcelona, Cerdanyola del Vallès, 08193, Barcelona, Spain",1
145,"Departament de Matemàtiques, Universitat Autònoma de Barcelona, Cerdanyola del Vallès, Barcelona, Spain",1
146,"Departament de Matemàtiques, Universitat Autònoma de Barcelona, Cerdanyola, Spain",1
147,"Departament de Matemàtiques, Universitat Politècnica de Catalunya, Colom 11, 08222, Terrassa, Spain",1
148,"Departament de Matemátiques, Universitat Autònoma de Barcelona, 08193, Bellaterra, Catalonia",1
149,"Departament de Sanitat i Anatomia Animals, Universitat Autònoma de Barcelona, Campus de la Universitat Autònoma de Barcelona (UAB), Bellaterra, Spain",1
150,"Department of Chemical Engineering, ETSEIB, UPC, Diagonal 647, Barcelona, 08028, Spain",1
151,"Department of Chemical Engineering, Universitat Politècnica de Catalunya, 08028 Barcelona, Spain",1
152,"Department of Chemistry, Faculty of Science, University of Girona, M. Aurèlia Capmany, 69, 17003 Girona, Spain",1
153,"Department of Chemistry, University of Girona, Maria Aurèlia Capmany 69, 17003 Girona, Spain",1
154,"Department of Computer Science, Applied Mathematics and Statistics, Universitat de Girona, Carrer Universitat de Girona, 6, 17003 Girona, Spain",1
155,"Departament d’Estadística i Investigació Operativa, Facultat de Ciències Matemàtiques, Universitat de València, Burjassot, 46100 València, Spain",1
156,"Departament d’Informàtica i Matemàtica Aplicada, Universitat de Girona, c/ de la Universitat de Girona, 6, 17003, Girona, Spain",1
157,"Departament d’Informàtica, Matemàtica Aplicada i Estadística, Universitat de Girona.",1
158,"Departament of Physics, Universitat Politècnica de Catalunya·BarcelonaTech, Esteve Terrades 5, 08034 Castelldefels, Spain",1
159,Departamento de Biología Universidad Autónoma de Madrid  Madrid Spain,1
160,"Departamento de Ciencias Médicas Básicas, Facultad de Medicina, Universidad San Pablo-CEU, CEU Universities, Campus de Montepríncipe, 28925, Alcorcón, Madrid, Spain",1
161,"Departamento de Matemática, Facultad de Ciencias Físicas y Matemáticas Universidad de Concepción, Barrio Universitario, Concepción, Casilla 160-C, Chile",1
162,"Departamento de Matemáticas, Universidad de Zaragoza, 50009, Zaragoza, Zaragoza, Spain",1
163,"Departamento de Matemáticas, Universidad del País Vasco (UPV/EHU), Barrio Sarriena s/n, 48940, Leioa, Spain",1
164,Department de Matemàtiques Universitat Politècnica de Catalunya  Barcelona Spain,1
165,"Department de Matemàtiques, Universitat Autònoma de Barcelona, Barcelona, Catalonia, Spain, Centre de Recerca matemàtica, Barcelona, Catalonia, Spain",1
166,"Catalan Institute for Water Research (ICRA), Scientific and Technological Park of the University of Girona, Emili Grahit 101, 17003, Girona, Spain",1
167,"Department of Environmental Chemistry, IDAEA-CSIC, c/Jordi Girona 18-26, 08034, Barcelona, Spain.",1
168,"Department of Environmental Chemistry, Institute of Environmental Assessment and Water Research (IDAEA), Spanish Council for Scientific Research (CSIC), Jordi Girona 18-26, 08034, Barcelona, Spain",1
169,"Department of Environmental Chemistry, Institute of Environmental Assessment and Water Research (IDAEA-CSIC), C. Jordi Girona 18-26, 08034 Barcelona, Spain",1
170,"Department of Evolutionary Biology, Ecology and Environmental Sciences, Faculty of Biology, Universitat de Barcelona (UB), Barcelona, 08014 Spain",1
171,"Department of Evolutionary Biology, Ecology and Environmental Sciences, Faculty of Biology, University Barcelona, Barcelona, Spain",1
172,"Department of Evolutionary Biology, Ecology and Environmental Sciences, Universitat de Barcelona, Av. Diagonal, 643, 08028 Barcelona, Spain. Electronic address: imunoz@ub.edu.",1
173,"Department of Biodiversity, Ecology and Evolution, Faculty of Biological Sciences Complutense University of Madrid  Madrid Spain",1
174,"Department of Biodiversity, Ecology and Evolution, Faculty of Biological Sciences, Complutense University of Madrid, Madrid, Spain",1
175,"Department of Biodiversity, Ecology and Evolution, Faculty of Biology, Universidad Complutense de Madrid, Madrid, Spain",1
176,"Department of Biodiversity, Ecology, and Evolution, Faculty of Biological Sciences, Complutense University of Madrid, Madrid, Spain",1
177,"Department of Biology and Geology, Physics and Inorganic Chemistry, University King Juan Carlos, Madrid, Spain",1
178,"Department of Biology and Geology, University of Almeria, La Cañada de San Urbano, 04120 Almeria, Spain",1
179,"Department of Biology and Geology, University of Almería La Cañada de San Urbano, Almeria, Spain",1
180,"Department of Bioscience, Aarhus University, Aarhus, Denmark",1
181,"Department of Cell Biology, Physiology and Immunology (BCFI), Universitat Autònoma de Barcelona, Bellaterra, Spain",1
182,"Department of Ecology and Animal Biology, University of Vigo, Vigo, Spain",1
183,"Department of Ecology and Hydrology, Faculty of Biology, University of Murcia, Murcia, Spain",1
184,"Department of Econometrics, Statistics and Applied Econometrics, Riskcenter-IREA, Universitat de Barcelona (UB), Avinguda Diagonal 690, 08034, Barcelona, Spain",1
185,"Department of Econometrics, Statistics and Applied Economics, Riskcenter-IREA, Universitat de Barcelona (UB), Avinguda Diagonal, 690, Barcelona, 08034, Spain",1
186,"Department of Econometrics, Statistics and Applied Economics, Riskcenter-IREA, University of Barcelona (UB), Barcelona, Spain",1
187,"Department of Environmental Chemistry, IDAEA-CSIC, C/ Jordi Girona 18-26, Barcelona 08034, Spain",1
188,"Catalan Institute for Water Research (ICRA-CERCA), C/Emili Grahit 101, 17003 Girona, Spain",1
189,"Catalan Institute for Water Research (ICRA-CERCA), Edifici H2O, Girona University, C/Emili Grahit, 101, 17003 Girona, Spain",1
190,"Catalan Institute for Water Research (ICRA-CERCA), Emili Grahit 101, 17003, Girona, Catalonia, Spain",1
191,"Catalan Institute for Water Research (ICRA), Emili Grahit, 101, Edifici H(2)O, Parc Científic i Tecnològic de la Universitat de Girona, 17003 Girona, Spain.",1
192,"Catalan Institute for Water Research (ICRA), Girona, 17003 Spain",1
193,"Catalan Institute for Water Research (ICRA), H2O Building, Scientific and Technological Park of the University of Girona, 17003 Girona, Spain.",1
194,"Catalan Institute for Water Research (ICRA), H2O Building, Scientific and Technological Park of the University of Girona, 17003 Girona, Spain. Electronic address: srodriguez@icra.cat.",1
195,"Catalan Institute for Water Research (ICRA), H2O Building, Scientific and Technological Park of the University of Girona, 17003 Girona, Spain; Water and Soil Quality Research Group, Department of Environmental Chemistry (IDAEA-CSIC), Jordi Girona 18-26, 08034 Barcelona, Spain.",1
196,"Catalan Institute for Water Research (ICRA), Parc Científic i Tecnològic de la Universitat de Girona, C/ Emili Grahit, 101 Edifici H2O, E-17003, Girona, Spain",1
197,"Catalan Institute for Water Research (ICRA), Parc Científic i Tecnològic de la Universitat de Girona, Girona, Spain",1
198,"Evolution of Networks Lab, Institute of Evolutionary Biology (UPF-CSIC), Passeig Marítim de la Barceloneta 37, 08003, Barcelona, Spain",1
199,"Faculty of Education and Sports Sciences, Universidad de Vigo, Pontevedra, Spain",1
200,"Department of Evolutionary Biology, Ecology and Environmental Sciences, Universitat de Barcelona, Av. Diagonal, 643, 08028 Barcelona, Spain. Electronic address: ndecastro@ub.edu.",1
201,"Department of Evolutionary Biology, Ecology and Environmental Sciences, University of Barcelona, Barcelona, Spain",1
202,"Department of Fluid Mechanics, Universitat Politècnica de Catalunya - BarcelonaTech, Av. Eduard Maristany, 16, Edifici A, Barcelona 08019, Spain",1
203,"Department of Fluid Mechanics, Universitat Politècnica de Catalunya - BarcelonaTech, Barcelona 08019, Spain",1
204,"Department of Geography and Institute of Environment, University of Girona, Spain",1
205,"Department of Geography, Institute of Environment, IMA-UdG, University of Girona, Girona, Spain",1
206,"Department of Geography, University of Girona, Girona, Spain",1
207,"Department of Geography, University of the Balearic Islands, Palma, Spain",1
208,"Department of Mathematics, School of Industrial Engineering, Universidad de Castilla-La Mancha, 02071 Albacete, Spain",1
209,"Department of Mathematics, Universitat Autònoma de Barcelona and Centre de Recerca Matemàtica, 08193, Bellaterra, Spain",1
210,"Department of Mathematics, Universitat Autònoma de Barcelona, 08193, Bellaterra, Spain",1
211,"Department of Mathematics, Universitat Autònoma de Barcelona, Bellaterra 08193, Spain",1
212,"Department of Mathematics, Universitat Autònoma de Barcelona, Bellaterra, Spain",1
213,"Department of Computer Science, Applied Mathematics, and Statistics, University of Girona, Girona 17003, Catalonia, Spain",1
214,"Geography Department, Autonomous University of Barcelona (UAB), B Building, UAB Campus, 08193 Bellaterra, Spain",1
215,"Geography Department, Autonomous University of Barcelona (UAB), B building, UAB Campus 08193, Bellaterra, Barcelona, Spain",1
216,"Department of Medical Sciences, Medical School, University of Girona, 17071, Girona, Spain.",1
217,"Department of Plant Biology and Ecology, Faculty of Science and Technology, University of the Basque Country (UPV/EHU), Barrio Sarriena s/n, 48940 Leioa, Spain. Electronic address: arturo.elosegi@ehu.eus.",1
218,"Department of Plant Biology and Ecology, Faculty of Science and Technology, University of the Basque Country (UPV/EHU), Barrio Sarriena s/n, 48940 Leioa, Spain. Electronic address: julene.gonzalez@ehu.eus.",1
219,"Department of Plant Biology and Ecology, Faculty of Science and Technology, University of the Basque Country (UPV/EHU), Barrio Sarriena s/n, 48940 Leioa, Spain. Electronic address: larranagaa@ehu.eus.",1
220,"Department of Plant Biology and Ecology, Faculty of Science and Technology, University of the Basque Country (UPV/EHU), Barrio Sarriena s/n, 48940 Leioa, Spain. Electronic address: maite.arroita@ehu.eus.",1
221,"Department of Plant Biology and Ecology, Faculty of Science and Technology, University of the Basque Country (UPV/EHU), Barrio Sarriena s/n, 48940 Leioa, Spain. Electronic address: mirenioar.deguzman@ehu.eus.",1
222,"Department of Plant Biology and Ecology, Faculty of Science and Technology, University of the Basque Country (UPV/EHU), Leioa, Spain",1
223,"Department of Surface Waters – Research and Management, Eawag, Swiss Federal Institute of Aquatic Science and Technology, Kastanienbaum, Switzerland",1
224,"Dept. of Environmental Chemistry, IDAEA-CSIC, c/Jordi Girona 18-26, 08034 Barcelona, Spain",1
225,"Dept. of Environmental Chemistry, IDAEA-CSIC, c/Jordi Girona 18-26, 08034 Barcelona, Spain; Catalan Institute for Water Research (ICRA), Emili Grahit, 101, Edifici H(2)O, Parc Científic i Tecnològic de la Universitat de Girona, 17003 Girona, Spain.",1
226,"Environment and Human Health Laboratory (EH 2 Lab), Forest Science and Technology Center of Catalonia, Ctra. de St. Llorenç de Morunys, km 2, 25280 Solsona, Spain",1
227,"Environment and Human Health Laboratory (EH2 Lab), Forest Science and Technology Center of Catalonia, Ctra. de St. Llorenç de Morunys, km 2, 25280 Solsona, Spain",1
228,"Eurecat, Centre Tecnològic de Catalunya, Water, Air and Soil Unit, Manresa, Spain",1
229,"Euskal Herriko Unibertsitatea, Bilbao, Basque Country, Spain",1
230,"Grup de recerca FEHM (Freshwater Ecology, Hydrology and Management), Departament de Biologia Evolutiva, Ecologia i Ciències Ambientals, Institut de Recerca de l'Aigua (IdRA), Universitat de Barcelona, Barcelona, Spain",1
231,"Grup de recerca en Ecologia aquàtica continental (GRECO), Departament de Ciències Ambientals, Universitat de Girona, 17071 Girona, Spain",1
232,"Grupo Gender &amp; Science, Asociación Ibérica de Limnología  Mislata, Valencia Spain",1
233,"Faculty of Tourism, Universitat de Girona, Plaça Josep Ferrater i Móra, 1, 17004, Girona, Spain",1
