raw_affiliation,DOI
"Aragon Agency for Research and Development (ARAID) , E-50018 Zaragoza , Spain",2
"Laboratory of Functional Ecology and Global Change (ECOFUN), Forest Sciences Centre of Catalonia (CTFC), Solsona, Spain",2
"Pompeu Fabra University, Barcelona, Spain",2
"Landscape Dynamics and Biodiversity Program, Conservation Biology Group (GBIC), Forest Science and Technology Centre of Catalonia (CTFC), Solsona, Spain",2
"Sustainable Forest Management Research Institute, University of Valladolid-INIA, E.T.S.II.AA., Avda. Madrid 50, 34071 Palencia, Spain",2
"Tecnosylva, S.L Parque Tecnológico de León, 24004 León, Spain",2
"Tecnosylva, Parque Tecnológico de León, 24009 León, Spain",2
"Technosylva Inc, La Jolla, CA, USA",2
"Instituto Pirenaico de Ecología (IPE-CSIC), Zaragoza, Spain",2
"Instituto de Biodiversidad y Medioambiente (BIOMA), Universidad de Navarra, Pamplona, Spain",2
"Forest Science and Technology Centre of Catalonia, Solsona, Spain",2
"Forest Sciences Centre of Catalonia (CTFC), Solsona, Catalonia, Spain",2
"Fuentes Amarelle 6, 15130 Corcubion, A Coruña, Spain",2
"Grup de Recerca en Remugants, Departament de Ciència Animal i dels Aliments, Universitat Autònoma de Barcelona, 08193 Bellaterra, Spain",2
InForest Jru (CTFC‐CREAF) Solsona Spain,2
"InForest Jru (CTFC-CREAF), Solsona, Spain",2
"Forest Science and Technology Centre of Catalonia, Ctra, Sant Llorenç de Morunys Km 2, E25280, Solsona, Spain",2
"Forest Science and Technology Centre of Catalonia, Ctra. Sant Llorenç de Morunys km 2, 25280, Solsona, Spain",2
"Joint Research Unit CTFC - AGROTECNIO, Av. Alcalde Rovira Roure 191, E25198 Lleida, Spain",2
"Instituto de Investigación en Recursos Cinegéticos (IREC, CSIC-UCLM-JCCM), Ronda de Toledo 12, Ciudad Real, Spain",2
"Instituto Pirenaico de Ecología (CSIC), Avda. Montañana 10005, Zaragoza 50009, Spain",2
"Joint Research Unit CTFC - AGROTECNIO, Av. Alcalde Rovira Roure 191, E25198, Lleida, Spain",2
"BIOPOLIS Program in Genomics, Biodiversity and Land Planning, CIBIO, Campus de Vairão, 4485-661, Vairão, Portugal",2
"Joint Research Unit CTFC—AGROTECNIO—CERCA, 25280 Solsona, Spain",2
"Joint Research Unit CTFC – AGROTECNIO, Solsona, Spain (Joint Research Unit CTFC – AGROTECNIO, Solsona, Spain - Spain)",2
"Joint Research Unit CTFC-AGROTECNIO-CERCA, Av. Alcalde Rovira Roure 191, E25198 Lleida, Spain",2
"Joint Research Unit CTFC – AGROTECNIO, Av. Alcalde Rovira Roure 191, E25198 Lleida, Spain",2
"Joint Research Unit CTFC – AGROTECNIO, Lleida, Spain",2
"Joint Research Unit CTFC – AGROTECNIO - CERCA, Av. Alcalde Rovira Roure 191, E25198, Lleida, Spain",2
Joint Research Unit CTFC – AGROTECNIO  Solsona Spain,2
"Joint Research Unit CTFC-Agrotecnio, Ctra. Sant Llorenç km.2, 25280 Solsona, Spain",2
"Joint Research Unit CTFC—AGROTECNIO—CERCA, Solsona, Spain",2
"Department of Crop and Forest Sciences, University of Lleida, Av. Alcalde Rovira Roure 191, 25198 Lleida, Spain",2
"Department of Crop and Forest Sciences, University of Lleida, Av. Alcalde Rovira Roure 191, E-25198, Lleida, Spain",2
"Department of Land, Environment, Agriculture and Forestry (TESAF), University of Padova, Legnaro (PD), Italy",2
"Department of Crop and Forest Sciences, University of Lleida, Av. Alcalde Rovira Roure 191, E25198, Lleida, Spain",2
"Ecological and Forestry Applications Research Centre (CREAF), Edifici C Campus de Bellaterra, 08193, Cerdanyola del Valles, Spain",2
"Dpt. Biogeography and Global Change, National Museum of Natural Sciences – CSIC, Serrano 115, 28006 Madrid, Spain",2
"Department of Zoology and Animal Cell Biology, Faculty of Pharmacy, University of the Basque Country (UPV/EHU), Paseo de la Universidad 7, 01006, Vitoria-Gasteiz, Alava, Spain",2
"Department of Natural Systems and Resources, Universidad Politécnica de Madrid, Madrid, Spain",2
"Environmental Science and Technology Institute (ICTA), Universitat Autònoma de Barcelona, Barcelona, Spain",2
"Eurecat, Centre Tecnològic de Catalunya, Unit of Applied Artificial Intelligence, Barcelona, Spain",2
"European Mycological Institute EGTC-EMI, E-42003 Soria, Spain",2
"Forest Science and Technology Center of Catalonia, Ctra. de St. Llorenç de Morunys, km 2, 25280 Solsona, Spain",2
"Forest Science and Technology Center of Catalonia (CTFC), Solsona, Catalonia, Spain",2
"Fluvial Dynamics Research Group (RIUS), University of Lleida, Lleida, Catalonia, Spain",2
"CABI, Egham, UK",2
"European Mycological Institute EGTC-EMI, Soria, Spain",2
"Biodiversity Research Institute (CSIC - Oviedo University - Principality of Asturias), Oviedo University, 33600, Mieres, Spain",2
"Forest Science and Technology Centre of Catalonia (CTFC). Carretera de Sant Llorenç de Morunys, Km 2, 25280 Solsona, Spain",2
"Forest Science and Technology Centre of Catalonia (CTFC), Ctra de Sant Llorenç de Morunys, km 2, 25280 Solsona, Lleida, Spain",2
"Forest Science and Technology Centre of Catalonia (CTFC), Solsona, Catalonia, Spain",2
"Forest Science and Technology Centre of Catalonia, 25280 Solsona, Spain",2
"Institute of Environmental Science and Technology (ICTA), Autonomous University of Barcelona (UAB), Z building, ICTA-ICP, Carrer de les columnes, UAB Campus, 08193, Bellaterra, Barcelona, Spain",2
"CREAF, Bellaterra, Spain",2
CIBIO‐InBIO—Centro de Investigação em Biodiversidade e Recursos Genéticos Universidade do Porto  Vila do Conde Portugal,2
"Department of Biogeography and Global Change (BGC–MNCN), Museo Nacional de Ciencias Naturales, CSIC, C/ Serrano 115 bis, E-28006 Madrid, Spain.",2
"Department of Biotechnology and Food Science, Faculty of Sciences, University of Burgos, Plaza Misael Bañuelos, 09001 Burgos, Spain",2
"Department of Crop and Forest Science, University of Lleida, Av. Alcalde Rovira Roure, 191, 25198, Lleida, Spain",2
CREAF Cerdanyola del Vallés Spain,2
CREAF  Cerdanyola del Vallès Spain,2
"Department of Crop and Forest Sciences, Universitat de Lleida, Lleida, Spain",2
Department of Crop and Forest Sciences University of Lleida Lleida Spain,2
"CREAF - Centre for Ecological Research and Applied Forestries (Centre for Research on Ecology and Forestry Applications (CREAF), Cerdanyola del Vallès, Barcelona, Spain - Spain)",2
CSIC - Centro de Investigaciones Biológicas (Ramiro de Maeztu Madrid - Spain),2
"Departamento de Sistemas y Recursos Naturales, Escuela Técnica Superior de Ingeniería de Montes, Forestal y del Medio Natural, Universidad Politécnica de Madrid, Madrid, Spain",2
"Departamento de Zoología, Facultad de Biología, Universidad de Sevilla, Sevilla, Spain",2
"Departamento de Zoología, Universidad de Córdoba, Córdoba, Spain",2
"Department of Agricultural Sciences and Natural Environment, University of Zaragoza, Miguel Servet 177, 50013 Zaragoza, Spain",2
"Departamento de Zooloxía, Xenética e Antropoloxía Física, Universidade de Santiago de Compostela, Santiago de Compostela, Spain",2
"Department of Agricultural and Forest Sciences and Engineering, University of Lleida, 25198, Lleida, Spain",2
"Department of Agricultural and Forest Engineering, University of Lleida, Lleida, Spain",2
"CREAF, Cerdanyola del Vallès, Barcelona, Spain",2
"Departament de Ciència Animal, Universitat de Lleida, Lleida, Spain",2
"Departament de Ciències Ambientals, Facultat de Ciències Universitat de Girona Girona Catalonia Spain",2
"Departament of Functional and Evolutionary Ecology, Estación Experimental de Zonas Áridas (EEZA-CSIC), Ctra. de Sacramento s/n, La Cañada de San Urbano, Almería, E-04120, Spain.",2
"Ciber on Epidemiology and Public Health (CIBERESP), Madrid, Spain",2
"Departament de Ciències Ambientals, Facultat de Ciències Universitat de Girona  Girona Catalonia Spain",2
"Departamento de Biología, Geología, Física y Química Inorgánica, Universidad Rey Juan Carlos, C/ Tulipán s/n, 28933 Móstoles, Spain.",2
"Departamento de Biología Vegetal y Ecología, Facultad de Farmacia, Universidad de Sevilla, Sevilla, Spain",2
"Centro de Investigación en Biodiversidad y Cambio Global, Universidad Autónoma de Madrid (CIBC-UAM), Madrid, Spain",2
"Consorci Centre de Ciència i Tecnologia Forestal de Catalunya (CTFC), Ctra. St. Llorenç de Morunys, km. 2, 25280, Solsona, Spain",2
"Consejería de Sostenibilidad, Medio Ambiente y Economía Azul, Junta de Andalucía, Huelva, Spain",2
"CSIC, Cerdanyola del Vallés 08193, Spain",2
"CSIC, Cerdanyola del Vallès, Barcelona, Spain",2
"CSIC, Cerdanyola del Vallès, 08193, Spain",2
"CSIC, Cerdanyola del Vallès 08193, Spain",2
CTFC  Solsona Spain,2
"Centre de Recerca Ecològica i Aplicacions Forestals (CREAF), Cerdanyola del Vallès, Catalonia, Spain",2
Centre de Recerca Ecològica i Aplicacions Forestals (CREAF)  Cerdanyola del Vallès Catalonia Spain,2
"Centre de Ciència i Tecnologia Forestal de Catalunya, Solsona, Spain",2
"Centre Tecnològic Forestal de Catalunya (CTFC), Solsona, Lleida, Spain",2
"CTFC, Solsona, Spain",2
"University of Zaragoza - Universidad de Zaragoza [Zaragoza] (Pedro Cerbuna,12\r\n50009 Zaragoza - España - Spain)",2
"Área de Ecología, Departamento Ciencias Agroforestales, E.T.S. de Ingenierías Agrarias, Universidad de Valladolid, Avda. de Madrid 50, 34071 Palencia, Spain",2
"Agrifood Research and Technology Centre of Aragon CITA, Avda Montañana 930, E-50059 Zaragoza, Spain",2
