raw_affiliation,DOI
"Barcelona Institute for Global Health (ISGlobal), Hospital Clínic-Universitat de Barcelona, Barcelona, Spain",5
"ICREA, Pg. Lluís Companys 23, Barcelona, Spain",5
"Departament de Genètica i Microbiologia, Universitat Autònoma de Barcelona, Bellaterra, Spain",5
"Fundació Sant Joan de Déu, Barcelona, Spain",5
"Institut d'Investigacions Biomèdiques August Pi i Sunyer, Barcelona, Spain",5
"CIBER Hepatic and Digestive Diseases (CIBERehd), Instituto Carlos III, Madrid, Spain",5
"Fundació Institut Universitari per a la recerca a l'Atenció Primària de Salut Jordi Gol i Gurina (IDIAPJGol), Barcelona, Spain",5
"Consorcio de Investigación Biomédica en Red de Epidemiología y Salud Pública (CIBERESP), 28029 Madrid, Spain",5
"Secció de Parasitologia, Departament de Biologia, Sanitat i Medi Ambient, Facultat de Farmàcia i Ciències de l’Alimentació, Universitat de Barcelona, Barcelona, Spain",5
"ICREA, Pg. Lluís Companys 23, 08010 Barcelona, Spain",5
"ISGlobal, Hospital Clínic, Universitat de Barcelona, 08036 Barcelona, Spain",5
"Pompeu Fabra University (UPF), Barcelona, Spain",5
"Institució Catalana de Recerca i Estudis Avançats, Barcelona, Spain",5
"Departament de Biologia, Universitat de Girona, Girona, Spain",4
"Institució Catalana de Recerca i Estudis Avançats (ICREA), Barcelona, Spain",4
"Consortium for Biomedical Research in Epidemiology and Public Health (CIBERESP), Madrid, Spain",4
"Computer System Unit, Hospital Clinic, Barcelona, Spain",4
"Epidemiology Section, Public Health Division, Department of Health of Madrid, Madrid, Spain",4
"Instituto de Salud Global de Barcelona (ISGlobal), Barcelona, Spain",4
"Health Research Institute of the Balearic Islands (IdISBa), 07120 Palma de Mallorca, Spain",4
"Microbiology Department, Hospital Clinic, University of Barcelona, ISGLOBAL, Barcelona, Spain",4
CIBER Epidemiología y Salud Pública (CIBERESP) Barcelona Spain,4
"IDIVAL, Santander, Spain",4
"Department of Pathology, Hospital Clínic, University of Barcelona, 08036 Barcelona, Spain",4
"Department of Preventive Medicine and Epidemiology, Hospital Clinic, Universitat de Barcelona, Barcelona, Spain",4
"Barcelona Institute for Global Health (ISGlobal), Barcelona, Catalonia, Spain",4
"Health Promotion in Rural Areas Research Group, Gerència Territorial de la Catalunya Central, Institut Català de la Salut, Sant Fruitós de Bages, Spain",4
"Infectious Diseases Department, Hospital Sant Joan de Déu, Barcelona, Spain",4
"Barcelona Institute for Global Health, ISGlobal, Barcelona, Spain",4
"Department of Infectious Diseases, Hospital Clinic of Barcelona, Barcelona, Spain",4
"Universitat Pompeu Fabra (UPF), Barcelona, Spain.",4
"Facultat de Medicina-Universitat de Barcelona, Barcelona, Spain",4
"Ciber on Epidemiology and Public Health (CIBERESP), Madrid, Spain",4
"Centro de Investigación Biomédica en Red de Enfermedades Infecciosas (CIBERINFEC), Instituto de Salud Carlos III, Madrid, Spain",4
"Centro de Investigação em Saúde de Manhiça (CISM), Maputo 1929, Mozambique",4
"Instituto Aragonés de Ciencias de la Salud (IACS), Zaragoza, Spain",4
"Nanomalaria Group, Institute for Bioengineering of Catalonia (IBEC), The Barcelona Institute of Science and Technology, Baldiri Reixac 10-12, 08028 Barcelona, Spain",4
Institut d'Investigacions Biomèdiques August Pi i Sunyer (IDIBAPS)  Barcelona Spain,4
"ISGlobal, Hospital Clínic - Universitat de Barcelona, Barcelona, Spain.",4
"IrsiCaixa AIDS Research Institute, Germans Trias i Pujol Research Institute (IGTP), Badalona, Spain",4
"ISGlobal, Hospital Clínic-Universitat de Barcelona, Barcelona, Spain",4
"Agència de Salut Pública de Barcelona, Barcelona, Spain",4
"CIBER Epidemiología y Salud Pública, Madrid, Spain",4
"CIBER de Epidemiología y Salud Pública (CIBERESP), Barcelona, Spain",4
"School of Medicine, Universitat de Barcelona, Barcelona, Spain",4
"Barcelonaβeta Brain Research Center (BBRC), Pasqual Maragall Foundation, Barcelona, Spain",4
"Universitat Politècnica de Catalunya, BarcelonaTech, Barcelona, Spain",4
"Universitat de Vic-Universitat Central de Catalunya (UVIC-UCC), Vic, Spain",4
"Catalan Institution for Research and Advanced Studies (ICREA), Barcelona, Spain",4
"Servicio de Microbiología Clínica y Enfermedades Infecciosas, Hospital General Universitario Gregorio Marañón, Madrid, Spain",3
"Facultat de Medicina, Universitat de Barcelona, Barcelona, España",3
"Barcelona Institute for Global Health (ISGlobal), 08003 Barcelona, Spain",3
"CIBER de Enfermedades Infecciosas, Instituto de Salud Carlos III (CIBERINFEC, ISCIII), Madrid, Spain",3
"Department of Allergy, Hospital La Paz Institute for Health Research (IdiPAZ), Madrid, Spain",3
"CIBER de Enfermedades Infecciosas (CIBERINFEC), Instituto de Salud Carlos III, Madrid, Spain",3
"Department of Clinical and Health Psychology and Research Methods, University of the Basque Country UPV/EHU, Avenida Tolosa 70, 20018, Donostia-San Sebastián, Spain",3
"Facultat de Medicina i Ciències de la Salut, Universitat de Barcelona (UB), Barcelona, Spain",3
"Barcelona Institute for Global Health (ISGlobal), Spain",3
"CIBER Epidemiología y Salud Pública (CIBERESP), 28029 Madrid, Spain",3
"Universitat Internacional de Catalunya (UIC), Barcelona, Spain",3
"Consorcio de Investigacion Biomedica en Red de Epidemiologia y Salud Publica (CIBERESP), Madrid, Spain",3
"Barcelona Institute for Global Health (ISGlobal, Hospital Clínic-Universitat de Barcelona), Barcelona, Spain",3
"Barcelona Institute for Global Health (ISGLOBAL), Doctor Aiguader, 88, 08003 Barcelona, Catalonia, Spain",3
"Área de Química Orgánica, Centro de Investigación CIAIMBITAL, Universidad de Almería, Almería, Spain",3
"Laboratorio Reig Jofre, Barcelona, Spain",3
"Department of Microbiology, CDB, Hospital Clinic, University of Barcelona, Barcelona, Spain",3
"IMIM (Hospital Del Mar Medical Research Institute), Barcelona, Spain",3
"Servicio de Microbiología, Hospital Universitario Marqués de Valdecilla, IDIVAL, Santander, Spain",3
"Servicio de Microbiología, Hospital Universitario Ramón y Cajal, Instituto Ramón y Cajal de Investigación Sanitaria (IRYCIS), Madrid, Spain",3
"IISPV - Institut d'Investigació Sanitària Pere Virgili [Tarragona] (Avda, Josep Laporte, 2, Planta 0 – E1 color taronja (Admissions), 43204 Reus (Tarragona) ET C/ Dr. Mallafrè Guasch, 4, Edifici D (Tarragonès), 43005 Tarragona - Spain)",3
IMIM (Hospital del Mar Medical Research Institute)  Barcelona Spain,3
"Barcelona Institute for Global Health (ISGlobal), Hospital Clínic – Universitat de Barcelona, Barcelona, Spain;",3
"Grup de Recerca en Anàlisi Territorial i Estudis Turístics (GRATET), Departament de Geografia, Universitat Rovira i Virgili, Vila-seca, Spain",3
"Universidad de Cantabria, Santander, Spain",3
"CIBER epidemiología y salud pública (CIBERESP), Madrid, Spain",3
"Departamento de Sanidad Animal, Facultad de Veterinaria, Universidad de León, Campus de Vegazana, León, Spain",3
IMIM (Hospital del Mar Medical Research Institute) Barcelona Spain,3
"Hospital Clínico Universitario Lozano Blesa, Zaragoza, Spain",3
"CIBER of Epidemiology and Public Health (CIBERESP), Madrid, Spain",3
"Spanish Consortium for Research and Public Health (CIBERESP), Instituto de Salud Carlos III, Madrid, Spain",3
"CIBER Epidemiología y Salud Pública, Spain",3
"Research Group on Statistics, Econometrics and Health (GRECS), University of Girona, Girona, Spain",3
"IMIM (Hospital del Mar Medical Research Institute), Barcelona, Spain.",3
"Epidemiology and Environmental Health Joint Research Unit, FISABIO-Universitat Jaume I-Universitat de València, Valencia, Spain",3
"Barcelona Institute for Global Health (ISGlobal), Barcelona, Spain.",3
"Fundació Institut Universitari per a la Recerca a l'Atenció Primària de Salut Jordi Gol i Gurina (IDIAPJGol), Barcelona, Spain",3
"LSE Health, Department of Health Policy, London School of Economics and Political Science, London, UK",3
"CIBER de Enfermedades Infecciosas, Instituto de Salud Carlos III (CIBERINFEC, ISCIII), Spain",3
"Biomolecular screening and Protein Technologies Unit, Centre for Genomic Regulation (CRG), The Barcelona Institute of Science and Technology, Barcelona, Spain",3
"Barcelona Institute for Global Health (ISGlobal), Doctor Aiguader 88, 08003, Barcelona, Spain",3
"Pediatrics Department, Hospital Sant Joan de Déu (University of Barcelona), Barcelona, Spain",3
"Department of Infectious Diseases, Hospital Clinic of Barcelona-IDIBAPS, University of Barcelona, Barcelona, Spain",3
"Cancer and Environmental Epidemiology Unit, Department of Epidemiology of Chronic Diseases, National Center for Epidemiology, Carlos III Institute of Health, Madrid, Spain",3
"Department of Internal Medicine, Hospital Clinic, IDIBAPS, University of Barcelona, Barcelona, Spain",3
"Universitat Pompeu Fabra, Barcelona, Catalonia, Spain",3
"Pediatrics Department, Hospital Sant Joan de Déu, Universitat de Barcelona, Esplugues, Barcelona, Spain;",3
"CIBER Epidemiologia y Salud Pública, Madrid, Spain",3
"CIBER Epidemiologia y Salud Pública (CIBERESP), Madrid, Spain",3
"Universitat de Barcelona Institute of Complex Systems, Catalonia, Spain",3
"4sfera Innova, 17002 Girona, Catalonia, Spain",3
"Servei de Microbiologia, Hospital de la Santa Creu i Sant Pau Barcelona, Barcelona, Spain",3
"Servei de Microbiologia, CDB, Hospital Clínic de Barcelona, c/Villarroel 170, 08036 Barcelona, Spain",3
"CIBER Enfermedades Respiratorias (CIBERES), Madrid, Spain",3
"Department of Pathology, Hospital Clínic of Barcelona, University of Barcelona, 08036 Barcelona, Spain",3
"Allergy Service, Fundacion Jimenez Diaz, Autonoma University of Madrid, CIBERES-ISCIII, Madrid, Spain",3
"Liver Unit, Hospital Universitari Vall d'Hebron, Barcelona, Spain",3
"Allergy Section, Department of Internal Medicine, Hospital Vall d'Hebron, Barcelona, Spain",3
"Centro de Investigación Biomédica en Red en Epidemiología y Salud Pública (CIBERESP), Barcelona, Spain",3
"CIBER Enfermedades Infecciosas (CIBERINFEC), Instituto de Salud Carlos III, Madrid, Spain",3
"Metropolitana Nord Laboratory, Institut Català de la Salut, Badalona, Spain",3
"Centro de Investigación en Recursos Naturales, Salud y Medio Ambiente (RENSMA), Universidad de Huelva, Huelva, Spain",3
"ISGlobal, Hospital Clínic - Universitat de Barcelona, Barcelona, Catalonia, Spain",3
"IrsiCaixa AIDS Research Institute, Badalona, Spain",3
"Department of Nursing, Universitat de València, Valencia, Spain",3
"Secció de Parasitologia, Departament de Biologia, Sanitat i Medi Ambient, Facultat de Farmàcia i Ciències de l'Alimentació, Universitat de Barcelona, Barcelona, Spain",3
"MRI Research Unit, Department of Radiology, Hospital del Mar, Barcelona, Spain",3
"ARADyAL Research Network, Barcelona, Spain",3
"Statistics Department, Fundació Sant Joan de Déu, Barcelona, Spain",3
"Universitat Pompeu Fabra (UPF), Barcelona 08003, Spain",3
"Department of Basic Clinical Practice, Faculty of Medicine, Universitat de Barcelona, Barcelona, Spain",3
"Department of Microbiology, Hospital Clinic, Barcelona, Spain",3
"CIBERINFEC, Instituto de Salud Carlos III, Madrid, Spain",3
"Infectious Diseases Department, Hospital Clínic-IDIBAPS, Barcelona, Spain",3
"Spanish Consortium for Research on Epidemiology and Public Health (CIBERESP), Spain",3
"Centro de Investigación Biomédica en Red de Epidemiología y Salud Pública (CIBERESP), Madrid, Spain",3
"ICREA, Barcelona, Catalonia, Spain",3
"Ministry of Health of the Basque Government, Sub-Directorate for Public Health and Addictions of Gipuzkoa, 20013, San Sebastian, Spain",3
"Pediatric Infectious Diseases Unit, Pediatrics Department, Hospital Sant Joan de Déu (University of Barcelona), Barcelona, Spain",3
"Barcelona Lab for Urban Environmental Justice and Sustainability, Barcelona, Spain",3
"ISGlobal, 08036 Barcelona, Spain",3
"Universitat Pompeu Fabra (UPF), Doctor Aiguader 88, 08003, Barcelona, Spain",3
ISGlobal Barcelona Spain,3
"ISGlobal Barcelona Institute for Global Health, Barcelona, Spain",3
"Liver Pathology Unit, Biochemistry and Microbiology Service, Hospital Universitari Vall d'Hebron, Barcelona, Spain",3
"ISGlobal, 08003 Barcelona, Spain",3
"School of Medicine, Universitat Autònoma de Barcelona, Barcelona, Spain",3
"Biomedical Research Networking Center on Respiratory Diseases (CIBERES), 28029 Madrid, Spain",2
"Spanish Consortium for Research on Epidemiology and Public Health (CIBERESP), 28029 Madrid, Spain",2
"Faculty of Health Sciences, Department of Biomedical Sciences, Area of Preventive Medicine and Public Health, Universidad de León, Spain",2
"International Health Department, Hospital Clinic, Universitat de Barcelona, Barcelona, Spain",2
"The Research Group in Gene - Environment and Health Interactions (GIIGAS)/Institute of Biomedicine (IBIOMED), Universidad de Leon, Leon, Spain",2
"Spanish Consortium for Research on Epidemiology and Public Health (CIBERESP), Av. Monforte de Lemos, 3-5. Pabellón 11, 28029, Madrid, Spain",2
"National School of Public Health, Instituto de Salud Carlos III, Madrid, Spain",2
CIBER Epidemiología y Salud Pública (CIBERESP),2
"National Centre for Epidemiology, Carlos III Institute of Health, Madrid, Spain",2
"CIBER Enfermedades Infecciosas (CIBERINFEC), Instituto Salud Carlos III, Madrid, Spain",2
"Consortium for Biomedical Research in Epidemiology & Public Health (CIBER en Epidemiología y Salud Pública e CIBERESP), Spain",2
"ISGlobal, Hospital Clinic, University of Barcelona, Barcelona, Spain",2
"ISGlobal, Hospital Clínic - Universitat de Barcelona , Barcelona, Spain",2
"Departament de Bioquímica i Biotecnologia, Unitat de Nutrició Humana, Universitat Rovira i Virgili, Reus, Spain",2
"Faculty of Medicine, University of Cantabria, Santander, Spain",2
CIBER Epidemiología y Salud Pública (CIBERESP)  Madrid Spain,2
"Fight Aids and Infectious Diseases Foundation, Hospital Germans Trias i Pujol, Barcelona, Spain",2
"Faculty of Medicine, University of Vic & Central University of Catalonia, Vic, Spain",2
"Fight Infectious Diseases Foundation, Badalona, Spain",2
"National Centre for Microbiology, Instituto de Salud Carlos III, Madrid, Spain",2
"ISGlobal, Hospital Clínic - Universitat de Barcelona, Barcelona, Spain;",2
"Fetal Medicine Research Center (Hospital Clínic and Hospital Sant Joan de Déu), Universitat de Barcelona, Barcelona, Spain",2
"Spanish Consortium for Research in Epidemiology and Public Health, Madrid, Spain",2
"CIBER Epidemiología y Salud Pública (CIBERESP), Instituto de Salud Carlos III, 28029 Madrid, Spain",2
"Consortium for Biomedical Research in Epidemiology and Public Health (CIBERESP), Institute of Health Carlos III, Madrid, Spain",2
"Faculty of Psychology, Universidad del País Vasco (UPV/EHU), San Sebastian, Spain",2
"CIBER Epidemiología y Salud Pública (CIBERESP), Madrid 28029, Spain",2
"Faculty of Psychology of the University of the Basque Country, 20018, San Sebastian, Spain",2
"Departament de Biomedicina, Institut de Neurociències, Universitat de Barcelona (UB), Barcelona, Spain",2
"Spanish National Cancer Research Center, CNIO Biobank, Madrid, Spain",2
"ISGlobal, Hospital Clínic ‐ Universitat de Barcelona Barcelona Catalonia Spain",2
UAB - Universitat Autònoma de Barcelona = Autonomous University of Barcelona = Universidad Autónoma de Barcelona (UAB Campus 08193 Bellaterra Barcelona - Spain),2
"Sociedad Española de Diabetes, Madrid, Spain",2
"Faculty of Medicine and Health Sciences, Universitat de Barcelona, Barcelona, Spain",2
"CIBER Epidemiología y Salud Pública, Madrid, Spain.",2
"CIBER Epidemiologa y Salud Pública (CIBERESP), Madrid, Spain",2
"Department of Mathematics, Universitat Autònoma de Barcelona, Bellaterra, Spain",2
"Blanquerna School of Health Science, Ramon Llull University, Barcelona, Spain",2
"ISGlobal, Doctor Aiguader 88, 08003 Barcelona, Spain",2
"Consorcio de Investigación Biomédica en Red de Epidemiología y Salud Pública–CIBERESP, Madrid, Spain",2
"Blood Bank Department—Banc de Sang i Teixits (BST), Barcelona, Spain",2
"Faculty of Nursing and Chiropody, University of Valencia, Valencia, Spain",2
"CIBER Epidemiología y Salud Pública, Barcelona, Spain",2
"Navarra Institute for Health Research (IdiSNA), Pamplona, Spain",2
"Sports Medicine Unit, Hospital Clinic and Sant Joan de Déu, Barcelona, Spain",2
"Biomedical Research Networking Center on Respiratory Diseases (CIBERES), Madrid, Spain",2
"Navarra Public Health Institute, Pamplona, Spain",2
"Department of Internal Medicine, Hospital Clinic of Barcelona, Barcelona, Spain",2
CIBER Epidemiologia y Salud Pública (CIBERESP) Madrid Spain,2
"Department of Pulmonary Medicine, Hospital Clínic, University of Barcelona, 08036 Barcelona, Spain",2
"School of Medicine, Universidad Complutense, Madrid, Spain",2
"Pneumology and Allergy Department CIBERES and Clinical & Experimental Respiratory Immunoallergy, IDIBAPS, University of Barcelona, Barcelona, Spain",2
"Institute of Global Health of Barcelona (ISGlobal), 08036 Barcelona, Spain",2
Centro de Investigação em Saúde de Manhiça (CISM)  Maputo Mozambique,2
"Secció de Parasitologia, Departament de Biologia, Sanitat i Medi Ambient, Facultat de Farmàcia i Ciències de l’Alimentació, Universitat de Barcelona, 08028 Barcelona, Spain",2
"Institute of Global Health of Barcelona, Barcelona, Spain",2
"Center for Research in Environmental Epidemiology (CREAL), Barcelona, Spain",2
"Centro de Investigação em Saúde de Manhiça , Maputo ,",2
"Center for Genomic Regulation (CRG), Barcelona Institute of Science and Technology (BIST), Barcelona, Spain",2
"Centro de Oftalmología Barraquer, Instituto Universitario Barraquer (UAB), Barcelona, Spain",2
"Department of Statistics and Operational Research, Universitat de València, València, Spain",2
"Center for Biomedical Research on Rare Diseases (CIBER-ER), Madrid, Spain",2
"Center for Biomedical Research on Rare Diseases (CIBER-ER) , Institute of Health Carlos III (ISCIII) , Madrid , Spain",2
"Biomedical Research Networking Center (CIBER) of Infectious Diseases, Carlos III Health Institute (CIBERINFEC, ISCIII), Carrer Melchor Fernández Almagro, 3, 28029, Madrid, Spain",2
"Servei d'Immunologia, Centre de Diagnòstic Biomèdic, Hospital Clínic de Barcelona, Barcelona, Spain",2
"Institute of Public and Occupational Health of Navarre (ISPLN), Pamplona, Spain",2
Servei de Microbiologia Hospital de la Santa Creu i Sant Pau Barcelona Barcelona Spain,2
"Instituto Murciano de Investigación Biosanitaria (IMIB-Arrixaca), Murcia, Spain",2
"Servei de Microbiologia, Fundació de Gestió de l’Hospital de la Santa Creu i Sant Pau, c/Sant Quintí 89, 08026 Barcelona, Spain",2
"Servei de Microbiologia, Hospital de la Santa Creu i Sant Pau, 08025 Barcelona, Spain",2
"Dept of Physical Therapy, Faculty of Medicine, University of Chile, Santiago, Chile",2
"Servei de Neurologia, Hospital del Mar, Barcelona, Spain",2
"Cardiovascular Genetics Center, Institut d'Investigació Biomèdica Girona (IDIBGI), Girona, Spain",2
"Institució Catalana de Recerca i Estudis Avançats (ICREA), 08010 Barcelona, Spain",2
"Clinical &amp; Experimental Respiratory Immunoallergy, IDIBAPS, CIBERES University of Barcelona  Barcelona Spain",2
"Digestive Diseases Department & CIBEREHD, Virgen del Rocío University Hospital, Institute of Biomedicine of Seville (HUVR/CSIC/US), University of Seville, Seville, Spain",2
"Clinical Biochemistry Department, Clínica Universidad de Navarra, Pamplona, Spain",2
"Infectious Diseases, Microbiota and Metabolism Unit, Center for Biomedical Research of La Rioja (CIBIR), Logroño, Spain",2
"Department of Surgery, School of Medicine and Health Sciences and Hospital Clinic de Barcelona (IDIBAPS), University of Barcelona, Calle Sabino de Arana 1 (2nd floor, Ophthalmology), 08028, Barcelona, Spain",2
"Institut d’Investigació Sanitària Pere Virgili (IISPV), Hospital Universitari Sant Joan de Reus, 43204 Reus, Spain",2
"Institut d’Investigacions Biomèdiques August Pi i Sunyer, Barcelona, Spain",2
"Department of Physical Therapy, Faculty of Medicine, University of Chile, Santiago, Chile",2
"Department of Pharmacology, Therapeutics and Toxicology, Universitat Autònoma de Barcelona, Barcelona, Spain",2
"Department of Physics, Universitat Politècnica de Catalunya, Barcelona, Spain",2
"Centro de Investigación Biomédica en Red de Enfermedades Infecciosas (CIBERINFEC), Instituto de Salud Carlos III, 28029 Madrid, Spain",2
"Institut de Salut Global de Barcelona (ISGlobal), Hospital Clínic, Universitat de Barcelona, 08036 Barcelona, Spain",2
"Public Health Division of Gipuzkoa, Biodonostia Research Institute, San Sebastian, Spain",2
"Centro Nacional de Genotipado (CEGEN), Universidade de Santiago de Compostela, Santiago de Compostela, Spain",2
"Institut de Salut Global de Barcelona (ISGlobal), 08036 Barcelona, Spain",2
"Centro Investigación Biomédica en Red de Salud Mental, CIBERSAM, Barcelona, Spain",2
"Department of Preventive Medicine and Epidemiology, Hospital Clinic, Universitat de Barcelona, 08036 Barcelona, Spain",2
"Centro de Investigación Biomédica en Red de Enfermedades Respiratorias (CIBER-ES), Madrid, Spain",2
"Centre for Research in International Health (CRESIB), Hospital Clinic, University of Barcelona, ISGLOBAL, Barcelona, Spain",2
"Institut d'Investigació en Ciències de la Salut Germans Trias i Pujol, Badalona, Spain",2
"Institut de Recerca de La Sida, IrsiCaixa AIDS Research Institute, Badalona, Spain",2
"Department of Pathology, Hospital Clínic, Universitat de Barcelona, Spain",2
"Institut de Recerca Sant Joan de Déu, Barcelona, Spain",2
"Centre for Genomic Regulation (CRG), The Barcelona Institute of Science and Technology, Barcelona, Spain",2
"Institut de Recerca Biomèdica Sant Pau, 08041 Barcelona, Spain",2
"Respiratory Institute, Hospital Clinic, Barcelona, Spain",2
"Department of Pathology, Hospital Clínic of Barcelona, Barcelona, Spain.",2
"Respiratory Medicine Department, Hospital del Mar, Barcelona, Spain",2
"Centre for Biomedical Research on Rare Diseases (CIBERER), Barcelona, Spain",2
"Department of Pathology, Hospital Clinic, Barcelona, Spain",2
"Department of Pathology, Hospital Clinic of Barcelona, Universitat de Barcelona, Barcelona, Spain",2
"Rhinology Unit & Smell Clinic, ENT Department, Hospital Clinic - Clinical & Experimental Respiratory Immunoallergy, IDIBAPS, CIBERES, Universitat de Barcelona, Barcelona, Spain",2
"Rhinology Unit & Smell Clinic, ENT Department, Hospital Clínic, Barcelona, Spain",2
